N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 2.702162800E-02 2.655363800E-02 2.584282300E-02 2.496614900E-02
1.600000000E+01 -1.040333600E-02 -1.363946000E-02 -1.735463000E-02 -1.783716400E-02
1.700000000E+01 8.945334700E-02 8.896539500E-02 8.787052100E-02 8.755294800E-02
1.549996187E+01 -1.645849640E-01 -1.555213100E-01 -1.477921050E-01 -1.408726790E-01
1.649996187E+01 5.794220400E-02 5.977724000E-02 6.039673500E-02 6.048944100E-02
1.674996808E+01 7.748024200E-02 7.722435700E-02 7.805870400E-02 7.780054600E-02
1.624993176E+01 3.289980800E-02 3.307992000E-02 3.300407900E-02 3.260074000E-02
1.574996808E+01 -1.092868460E-01 -1.212577790E-01 -1.271693350E-01 -1.308507540E-01
1.524993176E+01 4.899741000E-03 8.274472000E-03 8.174058000E-03 7.957743000E-03
