Ew Nt
4.4384268E-1 8.6289041E+14
4.4114222E-1 8.2519001E+14
4.3844174E-1 8.4637749E+14
4.3574126E-1 9.1788475E+14
4.3304078E-1 1.0214225E+15
4.3034031E-1 1.1410921E+15
4.2763984E-1 1.2707121E+15
4.2493937E-1 1.4134010E+15
4.2223889E-1 1.5751745E+15
4.1953842E-1 1.7581722E+15
4.1683794E-1 1.9593082E+15
4.1413746E-1 2.1746710E+15
4.1143699E-1 2.4041552E+15
4.0873652E-1 2.6513354E+15
4.0603604E-1 2.9189952E+15
4.0333557E-1 3.2048145E+15
4.0063510E-1 3.5003923E+15
3.9793462E-1 3.7932542E+15
3.9523414E-1 4.0698936E+15
3.9253367E-1 4.3184678E+15
3.8983320E-1 4.5304744E+15
3.8713272E-1 4.7007335E+15
3.8443225E-1 4.8255387E+15
3.8173177E-1 4.9002189E+15
3.7903130E-1 4.9184431E+15
3.7633082E-1 4.8746984E+15
3.7363035E-1 4.7686712E+15
3.7092988E-1 4.6080866E+15
3.6822940E-1 4.4074413E+15
3.6552893E-1 4.1832125E+15
3.6282845E-1 3.9488919E+15
3.6012798E-1 3.7129147E+15
3.5742750E-1 3.4798216E+15
3.5472703E-1 3.2527216E+15
3.5202655E-1 3.0349801E+15
3.4932608E-1 2.8303925E+15
3.4662560E-1 2.6423974E+15
3.4392513E-1 2.4732520E+15
3.4122466E-1 2.3237408E+15
3.3852418E-1 2.1934671E+15
3.3582371E-1 2.0814361E+15
3.3312323E-1 1.9865349E+15
3.3042276E-1 1.9076309E+15
3.2772228E-1 1.8433322E+15
3.2502181E-1 1.7918064E+15
3.2232133E-1 1.7509986E+15
3.1962086E-1 1.7191483E+15
3.1692039E-1 1.6951246E+15
3.1421991E-1 1.6782810E+15
3.1151944E-1 1.6680541E+15
3.0881896E-1 1.6636640E+15
3.0611849E-1 1.6640649E+15
3.0341801E-1 1.6680300E+15
3.0071754E-1 1.6742868E+15
2.9801706E-1 1.6816120E+15
2.9531659E-1 1.6887050E+15
2.9261611E-1 1.6936178E+15
2.8991564E-1 1.6925310E+15
2.8721517E-1 1.6776579E+15
2.8451469E-1 1.6344118E+15
2.8181422E-1 1.5394002E+15
2.7911374E-1 1.3628373E+15
2.7641327E-1 1.0787677E+15
2.7371279E-1 6.8139116E+14
2.7101232E-1 4.5023133E+14
