T d154 d184 d214 d244
d 150 180 210 240
290 1.227933086E+00 1.226981353E+00 1.226774794E+00 1.226698703E+00
295 1.226497209E+00 1.226057286E+00 1.225959272E+00 1.225875019E+00
300 1.224828107E+00 1.224496184E+00 1.224576825E+00 1.224345677E+00
305 1.220958638E+00 1.220812052E+00 1.220937894E+00 1.220737634E+00
310 1.212116077E+00 1.212333921E+00 1.212587597E+00 1.212369010E+00
315 1.192246701E+00 1.194541260E+00 1.195034746E+00 1.194766486E+00
320 1.156525663E+00 1.160181688E+00 1.161096712E+00 1.160243737E+00
325 1.093886775E+00 1.099862366E+00 1.101598496E+00 1.100727476E+00
330 1.016628215E+00 1.016061424E+00 1.015809889E+00 1.015712365E+00
335 1.016967778E+00 1.016238869E+00 1.015926449E+00 1.015828363E+00
340 1.018893781E+00 1.017843445E+00 1.017395781E+00 1.017268736E+00
