Ew Nt
4.4379683E-1 -4.0437937E+15
4.4109665E-1 -2.7574630E+15
4.3839645E-1 -1.4705266E+15
4.3569625E-1 -2.3023007E+14
4.3299605E-1 9.2618337E+14
4.3029586E-1 1.9904469E+15
4.2759566E-1 2.9786956E+15
4.2489547E-1 3.9179709E+15
4.2219527E-1 4.8371782E+15
4.1949508E-1 5.7643529E+15
4.1679488E-1 6.7247282E+15
4.1409468E-1 7.7361257E+15
4.1139449E-1 8.8060939E+15
4.0869429E-1 9.9375157E+15
4.0599410E-1 1.1140386E+16
4.0329390E-1 1.2439351E+16
4.0059371E-1 1.3868621E+16
3.9789351E-1 1.5456567E+16
3.9519332E-1 1.7210303E+16
3.9249312E-1 1.9108941E+16
3.8979293E-1 2.1105973E+16
3.8709273E-1 2.3135177E+16
3.8439253E-1 2.5116174E+16
3.8169234E-1 2.6960746E+16
3.7899214E-1 2.8581835E+16
3.7629195E-1 2.9903322E+16
3.7359175E-1 3.0866055E+16
3.7089156E-1 3.1428356E+16
3.6819136E-1 3.1564604E+16
3.6549117E-1 3.1265875E+16
3.6279097E-1 3.0543355E+16
3.6009077E-1 2.9431568E+16
3.5739058E-1 2.7987661E+16
3.5469038E-1 2.6285378E+16
3.5199019E-1 2.4405222E+16
3.4928999E-1 2.2424086E+16
3.4658980E-1 2.0408119E+16
3.4388960E-1 1.8410906E+16
3.4118941E-1 1.6475748E+16
3.3848921E-1 1.4638503E+16
3.3578901E-1 1.2928002E+16
3.3308882E-1 1.1364178E+16
3.3038862E-1 9.9564295E+15
3.2768843E-1 8.7042143E+15
3.2498823E-1 7.5997968E+15
3.2228804E-1 6.6316178E+15
3.1958784E-1 5.7869587E+15
3.1688765E-1 5.0533861E+15
3.1418745E-1 4.4190494E+15
3.1148726E-1 3.8724888E+15
3.0878706E-1 3.4024108E+15
3.0608686E-1 2.9978018E+15
3.0338667E-1 2.6483312E+15
3.0068647E-1 2.3448746E+15
2.9798628E-1 2.0798164E+15
2.9528608E-1 1.8468713E+15
2.9258589E-1 1.6404759E+15
2.8988569E-1 1.4550542E+15
2.8718550E-1 1.2843553E+15
2.8448530E-1 1.1208074E+15
2.8178510E-1 9.5501255E+14
2.7908491E-1 7.7623140E+14
2.7638471E-1 5.7494745E+14
2.7368452E-1 3.4726589E+14
2.7098432E-1 2.2406380E+14
