N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 1.253230300E+00 1.256539900E+00 1.259520710E+00 1.261818321E+00 1.263086953E+00 1.263152902E+00 1.261749436E+00 1.258578723E+00 1.253416261E+00 1.246381983E+00 1.237328030E+00
1.016672606E+01 1.259119049E+00 1.262542852E+00 1.265985865E+00 1.269104115E+00 1.271557972E+00 1.273171615E+00 1.273648629E+00 1.272645036E+00 1.269844745E+00 1.265273500E+00 1.258611048E+00
1.033324570E+01 1.264839673E+00 1.268066184E+00 1.271599214E+00 1.275111654E+00 1.278276844E+00 1.280927291E+00 1.282757637E+00 1.283405576E+00 1.282505416E+00 1.280029292E+00 1.275536310E+00
1.049996187E+01 1.270442689E+00 1.273274194E+00 1.276638991E+00 1.280231640E+00 1.283741892E+00 1.287014488E+00 1.289744735E+00 1.291565533E+00 1.292087178E+00 1.291254949E+00 1.288551133E+00
1.066670514E+01 1.275842016E+00 1.278182081E+00 1.281225743E+00 1.284692562E+00 1.288291034E+00 1.291879738E+00 1.295158741E+00 1.297762091E+00 1.299289961E+00 1.299675835E+00 1.298356055E+00
1.083333839E+01 1.280895478E+00 1.282725247E+00 1.285380380E+00 1.288606790E+00 1.292133095E+00 1.295832435E+00 1.299411668E+00 1.302508363E+00 1.304719979E+00 1.305976154E+00 1.305687774E+00
1.100000000E+01 1.285492220E+00 1.286840740E+00 1.289098215E+00 1.292036365E+00 1.295404194E+00 1.299089650E+00 1.302807437E+00 1.306199901E+00 1.308865936E+00 1.310735888E+00 1.311208940E+00
1.116672606E+01 1.289613478E+00 1.290529402E+00 1.292410180E+00 1.295051637E+00 1.298222697E+00 1.301825977E+00 1.305584844E+00 1.309147209E+00 1.312116212E+00 1.314426187E+00 1.315474483E+00
1.133324570E+01 1.293349772E+00 1.293879948E+00 1.295411772E+00 1.297763463E+00 1.300723295E+00 1.304208439E+00 1.307951801E+00 1.311607680E+00 1.314785739E+00 1.317427242E+00 1.318935470E+00
1.149996187E+01 1.296881478E+00 1.297058329E+00 1.298260323E+00 1.300327146E+00 1.303066470E+00 1.306410453E+00 1.310102824E+00 1.313805268E+00 1.317136214E+00 1.320046676E+00 1.321952293E+00
1.166670514E+01 1.300440723E+00 1.300277968E+00 1.301153339E+00 1.302928262E+00 1.305431053E+00 1.308610145E+00 1.312222163E+00 1.315937452E+00 1.319385631E+00 1.322529967E+00 1.324803752E+00
1.183333839E+01 1.304267970E+00 1.303763426E+00 1.304299412E+00 1.305760602E+00 1.307998458E+00 1.310980188E+00 1.314478227E+00 1.318173426E+00 1.321709153E+00 1.325062891E+00 1.327689204E+00
1.200000000E+01 1.308568143E+00 1.307712287E+00 1.307886381E+00 1.309000591E+00 1.310933082E+00 1.313673389E+00 1.317013673E+00 1.320647719E+00 1.324235477E+00 1.327769796E+00 1.330728365E+00
1.216672606E+01 1.313469576E+00 1.312257725E+00 1.312048607E+00 1.312779973E+00 1.314360571E+00 1.316806451E+00 1.319934122E+00 1.323453397E+00 1.327044062E+00 1.330714833E+00 1.333966799E+00
1.233324570E+01 1.318995550E+00 1.317439743E+00 1.316839708E+00 1.317161653E+00 1.318348016E+00 1.320445287E+00 1.323299087E+00 1.326638909E+00 1.330168073E+00 1.333911500E+00 1.337393414E+00
1.249996187E+01 1.325063208E+00 1.323198943E+00 1.322222979E+00 1.322128878E+00 1.322894041E+00 1.324598019E+00 1.327119554E+00 1.330211424E+00 1.333604556E+00 1.337340757E+00 1.340967574E+00
1.266670514E+01 1.331516679E+00 1.329401652E+00 1.328089301E+00 1.327597358E+00 1.327937135E+00 1.329221784E+00 1.331365527E+00 1.334147362E+00 1.337329604E+00 1.340972082E+00 1.344646808E+00
1.283333839E+01 1.338180438E+00 1.335887152E+00 1.334297335E+00 1.333448266E+00 1.333382066E+00 1.334243837E+00 1.335983623E+00 1.338408209E+00 1.341314211E+00 1.344780678E+00 1.348406010E+00
1.300000000E+01 1.344904262E+00 1.342511396E+00 1.340714337E+00 1.339564731E+00 1.339131131E+00 1.339587253E+00 1.340917472E+00 1.342956376E+00 1.345536462E+00 1.348756909E+00 1.352244483E+00
