fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
UL01 9:44:50 300.3 38.61 1.000E+000 5.800E-001 5.703E-007 1.740E+003 2.819E+000 8.509E-009 1.786E-004 1.482E-001 1.785E-004 8.256E-006 3.120E-001 8.340E-002 9.888E-005 2.655E-001 
UL02 10:08:26 304.1 38.13 1.000E+000 5.800E-001 7.241E-007 1.775E+003 2.752E+000 1.040E-008 1.775E-004 1.422E-001 1.774E-004 7.906E-006 3.134E-001 8.010E-002 9.858E-005 4.744E-002 
UL03 10:27:54 307.9 37.66 1.000E+000 5.800E-001 7.086E-007 1.646E+003 2.687E+000 1.314E-008 1.712E-004 1.320E-001 1.711E-004 6.945E-006 3.076E-001 7.360E-002 9.423E-005 5.719E-002 
UL04 10:51:26 311.3 37.24 1.000E+000 5.800E-001 7.510E-007 1.537E+003 2.631E+000 1.602E-008 1.755E-004 1.276E-001 1.755E-004 6.846E-006 3.058E-001 7.100E-002 9.629E-005 1.227E+000 
UL05 11:10:20 315.2 36.78 1.000E+000 5.800E-001 7.125E-007 1.470E+003 2.567E+000 1.925E-008 1.758E-004 1.202E-001 1.757E-004 6.426E-006 3.041E-001 6.660E-002 9.633E-005 2.115E-002 
UL06 11:28:20 318.8 36.37 1.000E+000 5.800E-001 7.709E-007 1.375E+003 2.510E+000 2.311E-008 1.780E-004 1.144E-001 1.779E-004 6.145E-006 3.019E-001 6.320E-002 9.708E-005 5.381E-003 
UL07 11:46:42 322.2 35.98 1.000E+000 5.800E-001 8.487E-007 1.332E+003 2.457E+000 2.664E-008 1.808E-004 1.095E-001 1.807E-004 5.968E-006 3.016E-001 6.040E-002 9.864E-005 1.733E-001 
UL08 12:06:32 327.1 35.45 1.000E+000 5.800E-001 7.622E-007 1.138E+003 2.383E+000 3.309E-008 1.684E-004 9.348E-002 1.683E-004 4.592E-006 2.919E-001 5.070E-002 9.038E-005 7.228E-003 
UL09 12:23:24 329 35.24 1.000E+000 5.800E-001 7.907E-007 1.084E+003 2.354E+000 3.591E-008 1.703E-004 9.057E-002 1.701E-004 4.478E-006 2.906E-001 4.900E-002 9.120E-005 4.639E-002 
UL10 12:43:58 332.9 34.83 1.000E+000 5.800E-001 8.551E-007 1.009E+003 2.297E+000 4.279E-008 1.739E-004 8.598E-002 1.737E-004 4.320E-006 2.892E-001 4.640E-002 9.290E-005 1.624E-002 
UL11 13:04:18 336.2 34.49 1.000E+000 5.800E-001 9.071E-007 1.059E+003 2.250E+000 4.687E-008 1.766E-004 8.347E-002 1.765E-004 4.300E-006 2.919E-001 4.520E-002 9.492E-005 6.930E-002 
UL12 13:25:54 340.6 34.04 1.000E+000 5.800E-001 1.078E-006 9.032E+002 2.189E+000 5.815E-008 1.809E-004 7.750E-002 1.807E-004 4.026E-006 2.875E-001 4.170E-002 9.633E-005 8.857E-001 
