N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 -3.847840000E-04 -2.692890000E-04 -1.861690000E-04 -1.272870000E-04 -8.598400000E-05 -5.710200000E-05 -3.689600000E-05 -2.263700000E-05 -1.248600000E-05 -5.229000000E-06 -1.549999999E-07 3.123000000E-06 4.924000000E-06 5.573000000E-06 5.467000000E-06 5.016000000E-06 4.450000000E-06 3.910000000E-06 3.434000000E-06
1.600000000E+01 9.360770000E-03 6.711029000E-03 4.766945000E-03 3.359069000E-03 2.352903000E-03 1.642357000E-03 1.145641000E-03 8.012660000E-04 5.641480000E-04 4.018440000E-04 2.912940000E-04 2.162330000E-04 1.652530000E-04 1.303040000E-04 1.058360000E-04 8.806600000E-05 7.453600000E-05 6.371300000E-05 5.469400000E-05
1.700000000E+01 5.327927500E-02 4.265598800E-02 3.436327500E-02 2.776417100E-02 2.237801100E-02 1.789648000E-02 1.415242100E-02 1.106259800E-02 8.571035000E-03 6.613787000E-03 5.110048000E-03 3.970324000E-03 3.109122000E-03 2.454247000E-03 1.950170000E-03 1.556815000E-03 1.246047000E-03 9.981400000E-04 7.990210000E-04
1.549996187E+01 3.227202000E-03 2.229903000E-03 1.535521000E-03 1.054953000E-03 7.239430000E-04 4.967950000E-04 3.414420000E-04 2.354860000E-04 1.634480000E-04 1.146370000E-04 8.164700000E-05 5.938300000E-05 4.433100000E-05 3.409600000E-05 2.705800000E-05 2.212600000E-05 1.854900000E-05 1.584500000E-05 1.368900000E-05
1.649996187E+01 2.378647200E-02 1.812575600E-02 1.371381100E-02 1.026980900E-02 7.601881000E-03 5.567477000E-03 4.046998000E-03 2.933724000E-03 2.133398000E-03 1.566390000E-03 1.168552000E-03 8.902480000E-04 6.943460000E-04 5.539630000E-04 4.503790000E-04 3.711470000E-04 3.083660000E-04 2.571530000E-04 2.144980000E-04
1.674996808E+01 3.622235600E-02 2.837371400E-02 2.221480400E-02 1.730628900E-02 1.335762400E-02 1.019052100E-02 7.688421000E-03 5.755966000E-03 4.299487000E-03 3.225064000E-03 2.444314000E-03 1.880361000E-03 1.470989000E-03 1.169071000E-03 9.410310000E-04 7.641920000E-04 6.237690000E-04 5.101900000E-04 4.171290000E-04
1.624993176E+01 1.513037700E-02 1.117004200E-02 8.162114000E-03 5.900580000E-03 4.225206000E-03 3.004521000E-03 2.129215000E-03 1.510298000E-03 1.077718000E-03 7.781250000E-04 5.720170000E-04 4.306060000E-04 3.332220000E-04 2.652010000E-04 2.163440000E-04 1.798370000E-04 1.513220000E-04 1.281330000E-04 1.086790000E-04
1.574996808E+01 5.653660000E-03 3.963969000E-03 2.761737000E-03 1.914999000E-03 1.323808000E-03 9.139450000E-04 6.314190000E-04 4.375840000E-04 3.051520000E-04 2.150420000E-04 1.539680000E-04 1.127160000E-04 8.487000000E-05 6.597800000E-05 5.298500000E-05 4.378200000E-05 3.698500000E-05 3.169800000E-05 2.738200000E-05
1.524993176E+01 1.409309000E-03 9.635520000E-04 6.585500000E-04 4.502200000E-04 3.081410000E-04 2.113920000E-04 1.456630000E-04 1.011300000E-04 7.108500000E-05 5.086400000E-05 3.724200000E-05 2.797500000E-05 2.152900000E-05 1.694400000E-05 1.361200000E-05 1.115700000E-05 9.339000000E-06 7.953000000E-06 6.863000000E-06
