T d154 d184 d214 d244
d 150 180 210 240
290 7.027083700E-02 7.024484300E-02 6.925369500E-02 6.989606600E-02
295 6.943741300E-02 6.938116800E-02 6.838813200E-02 6.841323400E-02
300 6.812676900E-02 6.808385500E-02 6.702645300E-02 6.758359400E-02
305 6.699815900E-02 6.688233400E-02 6.582957500E-02 6.637928100E-02
310 6.524348800E-02 6.513498900E-02 6.406271400E-02 6.458652800E-02
315 6.347135300E-02 6.339058400E-02 6.226349900E-02 6.277042300E-02
320 6.231246400E-02 6.229663900E-02 6.104868000E-02 6.152243000E-02
325 6.097463900E-02 6.102979400E-02 5.993456000E-02 6.038197400E-02
330 6.008153800E-02 5.958145900E-02 5.902162000E-02 5.949239300E-02
335 6.011157900E-02 5.956906700E-02 5.901318600E-02 5.949852600E-02
340 6.019115500E-02 5.961804400E-02 5.913142100E-02 5.967528200E-02
