T d154 d184 d214 d244
d 150 180 210 240
290 7.011674000E-02 7.001739800E-02 6.897748300E-02 6.961948800E-02
295 6.888787600E-02 6.876279500E-02 6.774925500E-02 6.777544600E-02
300 6.727304000E-02 6.711792500E-02 6.608869000E-02 6.658351400E-02
305 6.592266500E-02 6.572783200E-02 6.469218400E-02 6.517938000E-02
310 6.408305100E-02 6.392588000E-02 6.278297900E-02 6.330462100E-02
315 6.234999900E-02 6.223620200E-02 6.109442400E-02 6.163409500E-02
320 6.131578800E-02 6.125830800E-02 6.004306700E-02 6.055105000E-02
325 6.024491200E-02 6.026243300E-02 5.907398800E-02 5.951195700E-02
330 5.967567700E-02 5.920451500E-02 5.860077900E-02 5.893847000E-02
335 6.007343600E-02 5.957048800E-02 5.898484400E-02 5.949523300E-02
340 6.062178200E-02 6.011336500E-02 5.951969600E-02 6.011837800E-02
