fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
00T1 7:48 305 38.01 1.000E+000 5.266E+000 2.360E-006 7.202E+002 2.414E+000 4.932E-008 1.185E-003 
00T2 8:35 305.7 37.93 1.000E+000 4.940E+000 2.744E-006 7.235E+002 2.407E+000 5.158E-008 2.112E-003 
00T3 8:51 309.7 37.44 1.000E+000 4.624E+000 2.426E-006 7.419E+002 2.399E+000 5.610E-008 1.997E-003 
00T4 9:30 315 36.81 1.000E+000 4.379E+000 2.144E-006 7.650E+002 2.421E+000 5.819E-008 7.656E-004 
00T6 9:49 317.3 36.54 1.000E+000 4.409E+000 2.206E-006 7.744E+002 2.399E+000 6.326E-008 7.737E-004 
00T7 10:7 320.1 36.22 1.000E+000 4.525E+000 2.197E-006 7.853E+002 2.394E+000 6.685E-008 8.919E-004 
00T8 10:25 322.5 35.95 1.000E+000 4.534E+000 2.273E-006 7.940E+002 2.387E+000 7.065E-008 9.026E-004 
00T9 10:50 325.5 35.62 1.000E+000 5.323E+000 2.651E-006 8.040E+002 2.359E+000 7.752E-008 1.303E-003 
0T10 11:11 328.1 35.34 1.000E+000 4.450E+000 2.204E-006 8.117E+002 2.379E+000 7.751E-008 1.904E-003 
0T11 11:30 331.1 35.02 1.000E+000 4.676E+000 2.073E-006 8.196E+002 2.375E+000 8.324E-008 1.253E-003 
0T12 11:48 335 34.61 1.000E+000 4.802E+000 2.089E-006 8.279E+002 2.385E+000 8.603E-008 7.104E-004 
0T13 12:13 338.6 34.24 1.000E+000 4.814E+000 2.316E-006 8.333E+002 2.359E+000 9.500E-008 7.666E-004 
0T14 12:34 342 33.9 1.000E+000 4.733E+000 2.307E-006 8.364E+002 2.373E+000 9.856E-008 5.502E-004 
