fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
00D1 40986 339.97 34.104 1.000000000E+00 2.132545072E+00 1.717424596E-08 6.897845977E+19 1.767788589E+00 1.659133907E-06 3.195049101E-02 
00D2 41102 339.96 34.105 1.000000000E+00 2.121287531E+00 1.679590347E-08 6.420576368E+19 1.762845662E+00 1.629581004E-06 3.114617305E-02 
00D3 41212 340.01 34.1 1.000000000E+00 2.125210916E+00 1.695830873E-08 6.913606165E+19 1.765111170E+00 1.646278760E-06 4.048552495E-02 
00D4 41284 340.02 34.099 1.000000000E+00 2.136909042E+00 1.719121182E-08 6.532289814E+19 1.768857187E+00 1.656809800E-06 4.260596354E-02 
00D5 41374 340.04 34.097 1.000000000E+00 2.146657031E+00 1.752927532E-08 7.408842260E+19 1.771292792E+00 1.664017713E-06 4.232129215E-02 
00D6 41460 340.01 34.1 1.000000000E+00 2.178225767E+00 1.829506394E-08 5.277856841E+19 1.793644882E+00 1.704999755E-06 4.759240193E-02 
00D7 41550 340.02 34.099 1.000000000E+00 2.155587708E+00 1.782208625E-08 7.777946410E+19 1.784099276E+00 1.690730922E-06 3.317268932E-02 
00D8 41644 340.03 34.098 1.000000000E+00 2.113479519E+00 1.663897319E-08 6.831261379E+19 1.739994026E+00 1.613124065E-06 4.020367842E-02 
00D9 41732 340.01 34.1 1.000000000E+00 2.155612257E+00 1.761962632E-08 9.932147470E+19 1.774385767E+00 1.670142494E-06 3.074087857E-02 
0D10 41822 340.02 34.099 1.000000000E+00 2.177801069E+00 1.810867244E-08 6.169635078E+19 1.788789776E+00 1.696660923E-06 3.617930843E-02 
0D11 41974 339.87 34.114 1.000000000E+00 2.804364181E+00 2.359467691E-08 6.366207056E+19 1.760648749E+00 1.689224667E-06 2.462751129E-02 
0D12 42092 339.89 34.112 1.000000000E+00 2.806743898E+00 2.357586087E-08 7.341654130E+19 1.783655441E+00 1.735463197E-06 3.536589557E-02 
0D13 42178 339.93 34.108 1.000000000E+00 2.762982401E+00 2.198084947E-08 6.104479349E+19 1.744388332E+00 1.677853713E-06 1.989474594E-01 
0D14 42274 340.02 34.099 1.000000000E+00 2.770169916E+00 2.231122622E-08 6.721554255E+19 1.760642840E+00 1.714354426E-06 2.023993095E-01 
0D15 42358 340.02 34.099 1.000000000E+00 2.796926256E+00 2.289043722E-08 6.088316458E+19 1.790385926E+00 1.767787263E-06 2.897966975E-02 
0D16 42450 340.03 34.098 1.000000000E+00 2.770577699E+00 2.220561179E-08 9.397324789E+19 1.788128537E+00 1.764538238E-06 2.651426778E-02 
0D17 42544 340.03 34.098 1.000000000E+00 2.727386197E+00 2.060945857E-08 7.154278084E+19 1.748249731E+00 1.692938515E-06 2.457402617E-02 
0D18 42634 340.03 34.098 1.000000000E+00 2.753239774E+00 2.149864845E-08 8.074222195E+19 1.789778825E+00 1.766693880E-06 3.250478503E-02 
0D19 42722 340.01 34.1 1.000000000E+00 2.739586377E+00 2.084690861E-08 6.699800985E+19 1.773808643E+00 1.735795837E-06 2.523472594E-02 
0D20 42810 340.02 34.099 1.000000000E+00 2.728456993E+00 2.056445366E-08 6.571684425E+19 1.776821622E+00 1.745588329E-06 2.562490869E-02 
0D21 42902 340.03 34.098 1.000000000E+00 2.727407362E+00 2.031639007E-08 2.631442999E+19 1.775115176E+00 1.732556922E-06 2.804547460E-02 
0D22 42988 340 34.101 1.000000000E+00 2.732346289E+00 2.064185725E-08 6.848180198E+19 1.794350686E+00 1.771198236E-06 3.422276696E-02 
0D23 43078 340.01 34.1 1.000000000E+00 2.713639843E+00 1.999111241E-08 6.203834244E+19 1.777012804E+00 1.741475318E-06 2.011739120E-01 
0D24 43166 340.01 34.1 1.000000000E+00 2.717935658E+00 1.993010469E-08 8.654744987E+19 1.770244227E+00 1.676746791E-06 1.904235795E-01 
0D25 43260 340.02 34.099 1.000000000E+00 2.706980777E+00 1.972404375E-08 7.560498172E+19 1.781754332E+00 1.743327954E-06 2.577095772E-02 
0D26 43350 340.02 34.099 1.000000000E+00 2.710552845E+00 1.968367596E-08 7.601119889E+19 1.783492903E+00 1.746489405E-06 2.705030405E-02 
0D27 43442 340.03 34.098 1.000000000E+00 2.693813993E+00 1.917815327E-08 6.548390942E+19 1.766670322E+00 1.716174155E-06 1.983049865E-01 
0D28 43528 340.03 34.098 1.000000000E+00 2.664743043E+00 1.876325539E-08 9.418459474E+19 1.768671381E+00 1.714484187E-06 2.464898596E-02 
0D29 43620 340.02 34.099 1.000000000E+00 2.670794607E+00 1.887578505E-08 6.826039670E+19 1.776631309E+00 1.733192211E-06 2.521232382E-02 
0D30 43708 340.03 34.098 1.000000000E+00 2.636111541E+00 1.790401019E-08 6.283313476E+19 1.748629442E+00 1.679769520E-06 3.452158624E-02 
0D31 43798 340.04 34.097 1.000000000E+00 2.659150332E+00 1.866052089E-08 6.275912207E+19 1.774826861E+00 1.727428084E-06 2.960308642E-02 
0D32 43888 340.02 34.099 1.000000000E+00 2.700039447E+00 1.910231845E-08 6.671974858E+19 1.780303052E+00 1.734996649E-06 1.995418069E-01 
0D33 43980 340.02 34.099 1.000000000E+00 2.688392559E+00 1.896489951E-08 6.367307763E+19 1.784017265E+00 1.742246477E-06 2.788642646E-02 
0D34 44070 340.03 34.098 1.000000000E+00 2.704747018E+00 1.939746027E-08 6.408554124E+19 1.800552612E+00 1.771024581E-06 3.206170760E-02 
0D35 44158 340.01 34.1 1.000000000E+00 2.659609550E+00 1.835078817E-08 6.950014595E+19 1.771339076E+00 1.720597096E-06 4.862145918E-02 
0D36 44248 340.01 34.1 1.000000000E+00 2.626040977E+00 1.759708658E-08 6.116398601E+19 1.751707757E+00 1.684836378E-06 2.561825657E-02 
0D37 44342 340.03 34.098 1.000000000E+00 2.636892196E+00 1.780881672E-08 6.311871376E+19 1.746595851E+00 1.625675856E-06 4.712199476E-02 
0D38 44428 340.03 34.098 1.000000000E+00 2.667488176E+00 1.836986937E-08 6.594801281E+19 1.773375671E+00 1.719784006E-06 1.976842990E-01 
0D39 44518 340.02 34.099 1.000000000E+00 2.666169025E+00 1.837683087E-08 6.652215300E+19 1.775571378E+00 1.726878963E-06 2.709463881E-02 
0D40 44608 340.05 34.096 1.000000000E+00 2.664841030E+00 1.838930716E-08 6.994689818E+19 1.776158457E+00 1.729955444E-06 1.990850766E-01 
0D41 44702 340.03 34.098 1.000000000E+00 2.671924854E+00 1.846138744E-08 9.699112371E+19 1.775234326E+00 1.722080622E-06 2.533792408E-02 
0D42 44794 340.01 34.1 1.000000000E+00 2.763218023E+00 9.645407136E-31 9.801503187E+19 1.138223527E+00 1.248881436E-07 5.688626235E-01 
0D43 44880 340.02 34.099 1.000000000E+00 2.718595280E+00 1.940744498E-08 6.069616088E+19 1.804969693E+00 1.779236639E-06 3.899810462E-02 
0D44 44970 340.03 34.098 1.000000000E+00 2.667008246E+00 1.827835864E-08 6.749273582E+19 1.774641233E+00 1.726744959E-06 2.612755529E-02 
