fname time Tem kT_1 n Rs Io Rsh Iph Voc Isc FF Pm Vm Im rmsre 
00L1 40972 339.99 34.102 1.134359192E+00 2.102676736E+00 1.075239107E-07 2.676814369E+03 1.765895760E-04 2.243871868E-01 1.578323246E-04 5.349401594E-01 1.894520066E-05 1.557359928E-01 1.216201920E-04 6.888055753E-02 
00L2 41088 339.97 34.104 1.132377732E+00 2.112976902E+00 1.042792726E-07 2.657640296E+03 1.768331359E-04 2.247383114E-01 1.579043644E-04 5.351679787E-01 1.899159180E-05 1.558854206E-01 1.218051901E-04 6.980244323E-02 
00L3 41182 340.01 34.1 1.145626115E+00 2.088770252E+00 1.190358772E-07 2.826212114E+03 1.752816444E-04 2.244382259E-01 1.574877364E-04 5.357960764E-01 1.893839180E-05 1.560667032E-01 1.213213061E-04 6.218949690E-02 
00L4 41266 340.02 34.099 1.135784328E+00 2.113853570E+00 1.090759317E-07 2.696963992E+03 1.766327814E-04 2.244463463E-01 1.580340325E-04 5.353500576E-01 1.898895283E-05 1.559220089E-01 1.217569236E-04 6.674085697E-02 
00L5 41358 340.01 34.1 1.128743916E+00 2.136155033E+00 1.031659743E-07 2.618623409E+03 1.772978589E-04 2.242555920E-01 1.579926029E-04 5.360712489E-01 1.899339284E-05 1.553417116E-01 1.222058491E-04 7.189210314E-02 
00L6 41448 339.99 34.102 1.130261666E+00 2.128988196E+00 1.046179365E-07 2.701674484E+03 1.762790705E-04 2.242532063E-01 1.578211419E-04 5.351300490E-01 1.893926763E-05 1.558899996E-01 1.214669052E-04 6.651152092E-02 
00L7 41538 340.02 34.099 1.130778426E+00 2.127503411E+00 1.050853639E-07 2.643129669E+03 1.766983589E-04 2.241682720E-01 1.576759406E-04 5.348872532E-01 1.890609444E-05 1.558036350E-01 1.213517679E-04 6.972925103E-02 
00L8 41630 340.04 34.097 1.141205907E+00 2.114555654E+00 1.167248997E-07 3.190982656E+03 1.727506370E-04 2.240102165E-01 1.574040074E-04 5.350514138E-01 1.886596945E-05 1.555806143E-01 1.212285848E-04 1.068303789E-01 
00L9 41718 340.04 34.097 1.131474841E+00 2.126333332E+00 1.058701981E-07 2.628667103E+03 1.769230621E-04 2.240376736E-01 1.576538129E-04 5.350910025E-01 1.889962475E-05 1.555843084E-01 1.214392029E-04 7.190741907E-02 
0L10 41808 340.02 34.099 1.129983184E+00 2.128935025E+00 1.042834761E-07 2.624783891E+03 1.770097335E-04 2.243958698E-01 1.578712794E-04 5.342105858E-01 1.892476422E-05 1.553757542E-01 1.218086470E-04 6.589081027E-02 
0L12 42078 339.89 34.112 1.151992805E+00 2.668279665E+00 1.542420362E-07 3.503084861E+03 1.362831768E-04 2.087642506E-01 1.225158369E-04 5.251231695E-01 1.343103690E-05 1.438433101E-01 9.327590902E-05 5.714005776E-02 
0L13 42168 339.96 34.105 1.152018110E+00 2.671932034E+00 1.538491163E-07 3.469476995E+03 1.388738620E-04 2.102798119E-01 1.249170143E-04 5.217030489E-01 1.370384855E-05 1.442543764E-01 9.500627992E-05 5.689354101E-02 
0L14 42258 340.01 34.1 1.156181196E+00 2.661768550E+00 1.588556171E-07 3.508724173E+03 1.413027314E-04 2.111930740E-01 1.275680466E-04 5.233265509E-01 1.409919595E-05 1.452375146E-01 9.709005930E-05 5.548101755E-02 
0L15 42346 340.04 34.097 1.158984124E+00 2.636451192E+00 1.602931364E-07 3.523195211E+03 1.437060997E-04 2.122163486E-01 1.299769703E-04 5.250686298E-01 1.448309300E-05 1.460953277E-01 9.902247127E-05 5.642208632E-02 
0L16 42436 340.04 34.097 1.154637513E+00 2.639990938E+00 1.521763282E-07 3.426249103E+03 1.463752902E-04 2.131999279E-01 1.319915021E-04 5.268079493E-01 1.482468058E-05 1.468983015E-01 1.008110558E-04 6.304156823E-02 
0L17 42526 340.03 34.098 1.153656691E+00 2.635808892E+00 1.490624551E-07 3.052868465E+03 1.550124798E-04 2.140248554E-01 1.342856436E-04 5.262013353E-01 1.512327130E-05 1.475604265E-01 1.023965932E-04 6.216850724E-02 
0L18 42616 340.02 34.099 1.145677553E+00 2.644288496E+00 1.371117650E-07 3.250390242E+03 1.510397431E-04 2.147282127E-01 1.358694811E-04 5.261232746E-01 1.534965224E-05 1.464666212E-01 1.047267506E-04 8.601993119E-02 
