N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.197800683E+00 1.195021903E+00 1.192509947E+00 1.190202141E+00
1.600000000E+01 1.222223606E+00 1.220110441E+00 1.218560791E+00 1.216824184E+00
1.700000000E+01 1.250641018E+00 1.249982219E+00 1.249925577E+00 1.249550849E+00
1.549996187E+01 1.208457335E+00 1.205978746E+00 1.203850148E+00 1.201820469E+00
1.649996187E+01 1.226320497E+00 1.224857317E+00 1.224064608E+00 1.223515230E+00
1.674996808E+01 1.234531586E+00 1.233486876E+00 1.233129016E+00 1.232952737E+00
1.624993176E+01 1.224520216E+00 1.222739993E+00 1.221442452E+00 1.220530735E+00
1.574996808E+01 1.215702489E+00 1.213377720E+00 1.211367720E+00 1.209490736E+00
1.524993176E+01 1.204123605E+00 1.201433851E+00 1.199159214E+00 1.197167093E+00
