N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.203456886E+00 1.202161615E+00 1.201143840E+00 1.200274073E+00
1.600000000E+01 1.237050355E+00 1.237006969E+00 1.237050160E+00 1.236698123E+00
1.700000000E+01 1.280157537E+00 1.279808451E+00 1.279891782E+00 1.280083036E+00
1.549996187E+01 1.217290993E+00 1.216631116E+00 1.216157415E+00 1.215674364E+00
1.649996187E+01 1.249072209E+00 1.249050276E+00 1.249173019E+00 1.249210416E+00
1.674996808E+01 1.261083265E+00 1.260844711E+00 1.260923954E+00 1.260954213E+00
1.624993176E+01 1.243165301E+00 1.243302616E+00 1.243376770E+00 1.243417303E+00
1.574996808E+01 1.227240376E+00 1.226917177E+00 1.226589784E+00 1.226290961E+00
1.524993176E+01 1.210882400E+00 1.209815693E+00 1.209019702E+00 1.208499924E+00
