T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 d N_B
315 001_315 36.807 5.754860E-1 3.837539E+1 7.897560E+1 1.744140E+1 4.819060E-1 3.619247E+1 1.000000E+2 1.000000E+10 1.000000E+10 3.800E-4 1.000E+15
315 002_315 36.807 5.754320E-1 3.835633E+1 7.894730E+1 1.742480E+1 4.818170E-1 3.616478E+1 1.000000E+2 1.468000E+10 1.468000E+10 3.800E-4 1.000E+15
315 003_315 36.807 5.753520E-1 3.832845E+1 7.890560E+1 1.740050E+1 4.816860E-1 3.612417E+1 1.000000E+2 2.154000E+10 2.154000E+10 3.800E-4 1.000E+15
315 004_315 36.807 5.752340E-1 3.828778E+1 7.884390E+1 1.736490E+1 4.814940E-1 3.606467E+1 1.000000E+2 3.162000E+10 3.162000E+10 3.800E-4 1.000E+15
315 005_315 36.807 5.750620E-1 3.822858E+1 7.875270E+1 1.731280E+1 4.812120E-1 3.597753E+1 1.000000E+2 4.642000E+10 4.642000E+10 3.800E-4 1.000E+15
315 006_315 36.807 5.748090E-1 3.814280E+1 7.861700E+1 1.723660E+1 4.807970E-1 3.585010E+1 1.000000E+2 6.813000E+10 6.813000E+10 3.800E-4 1.000E+15
315 007_315 36.807 5.744360E-1 3.801926E+1 7.841420E+1 1.712540E+1 4.801860E-1 3.566408E+1 1.000000E+2 1.000000E+11 1.000000E+11 3.800E-4 1.000E+15
315 008_315 36.807 5.738890E-1 3.784307E+1 7.810870E+1 1.696340E+1 4.792830E-1 3.539335E+1 1.000000E+2 1.468000E+11 1.468000E+11 3.800E-4 1.000E+15
315 009_315 36.807 5.730840E-1 3.759548E+1 7.764390E+1 1.672870E+1 4.779440E-1 3.500130E+1 1.000000E+2 2.154000E+11 2.154000E+11 3.800E-4 1.000E+15
315 010_315 36.807 5.718960E-1 3.725550E+1 7.692870E+1 1.639060E+1 4.759370E-1 3.443862E+1 1.000000E+2 3.162000E+11 3.162000E+11 3.800E-4 1.000E+15
315 011_315 36.807 5.701380E-1 3.680510E+1 7.580250E+1 1.590640E+1 4.720110E-1 3.369917E+1 1.000000E+2 4.642000E+11 4.642000E+11 3.800E-4 1.000E+15
315 012_315 36.807 5.674590E-1 3.623968E+1 7.413850E+1 1.524620E+1 4.649940E-1 3.278804E+1 1.000000E+2 6.813000E+11 6.813000E+11 3.800E-4 1.000E+15
315 013_315 36.807 5.634800E-1 3.557970E+1 7.204090E+1 1.444310E+1 4.471640E-1 3.229934E+1 1.000000E+2 1.000000E+12 1.000000E+12 3.800E-4 1.000E+15
315 014_315 36.807 5.574190E-1 3.486737E+1 7.054100E+1 1.371020E+1 4.272390E-1 3.209010E+1 1.000000E+2 1.468000E+12 1.468000E+12 3.800E-4 1.000E+15
315 015_315 36.807 5.479670E-1 3.413957E+1 7.000910E+1 1.309690E+1 4.151530E-1 3.154708E+1 1.000000E+2 2.154000E+12 2.154000E+12 3.800E-4 1.000E+15
315 016_315 36.807 5.325720E-1 3.340753E+1 7.052210E+1 1.254720E+1 4.060650E-1 3.089959E+1 1.000000E+2 3.162000E+12 3.162000E+12 3.800E-4 1.000E+15
315 017_315 36.807 5.084860E-1 3.266409E+1 7.240880E+1 1.202650E+1 3.980540E-1 3.021339E+1 1.000000E+2 4.642000E+12 4.642000E+12 3.800E-4 1.000E+15
315 018_315 36.807 4.941370E-1 3.190025E+1 7.307500E+1 1.151890E+1 3.906300E-1 2.948790E+1 1.000000E+2 6.813000E+12 6.813000E+12 3.800E-4 1.000E+15
315 019_315 36.807 4.855210E-1 3.111082E+1 7.294340E+1 1.101810E+1 3.837070E-1 2.871478E+1 1.000000E+2 1.000000E+13 1.000000E+13 3.800E-4 1.000E+15
315 020_315 36.807 4.770080E-1 3.029389E+1 7.283350E+1 1.052470E+1 3.767460E-1 2.793591E+1 1.000000E+2 1.468000E+13 1.468000E+13 3.800E-4 1.000E+15
315 021_315 36.807 4.683850E-1 2.944934E+1 7.271070E+1 1.002950E+1 3.698120E-1 2.712044E+1 1.000000E+2 2.154000E+13 2.154000E+13 3.800E-4 1.000E+15
315 022_315 36.807 4.597350E-1 2.857880E+1 7.257250E+1 9.535100E+0 3.632080E-1 2.625235E+1 1.000000E+2 3.162000E+13 3.162000E+13 3.800E-4 1.000E+15
315 023_315 36.807 4.511100E-1 2.768533E+1 7.242110E+1 9.044800E+0 3.564140E-1 2.537710E+1 1.000000E+2 4.642000E+13 4.642000E+13 3.800E-4 1.000E+15
315 024_315 36.807 4.425120E-1 2.677363E+1 7.216320E+1 8.549600E+0 3.492470E-1 2.448025E+1 1.000000E+2 6.813000E+13 6.813000E+13 3.800E-4 1.000E+15
315 025_315 36.807 4.338850E-1 2.585030E+1 7.179550E+1 8.052600E+0 3.419820E-1 2.354693E+1 1.000000E+2 1.000000E+14 1.000000E+14 3.800E-4 1.000E+15
