N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 4.255539100E-02 4.304706000E-02 4.426109000E-02 4.542691700E-02 4.575252200E-02 4.769002300E-02 4.903850800E-02 4.994527500E-02 5.099000000E-02 5.022752600E-02 4.775448300E-02
1.016672606E+01 4.482048200E-02 4.490427900E-02 4.584546800E-02 4.681209200E-02 4.703617800E-02 4.902527900E-02 5.051030200E-02 5.165852500E-02 5.310204400E-02 5.273581700E-02 5.062388500E-02
1.033324570E+01 4.736326600E-02 4.698059200E-02 4.757301000E-02 4.825578700E-02 4.828754800E-02 5.021464100E-02 5.171780700E-02 5.298178300E-02 5.467753300E-02 5.459005100E-02 5.276003300E-02
1.049996187E+01 4.997424200E-02 4.911898500E-02 4.933022600E-02 4.968598600E-02 4.947084300E-02 5.125662900E-02 5.269333500E-02 5.397821800E-02 5.580645500E-02 5.589737600E-02 5.427443300E-02
1.066670514E+01 5.240852600E-02 5.112121700E-02 5.095996500E-02 5.098532300E-02 5.050427100E-02 5.210244200E-02 5.342126500E-02 5.466416300E-02 5.653590700E-02 5.673235000E-02 5.526201400E-02
1.083333839E+01 5.445493300E-02 5.280794900E-02 5.231294600E-02 5.203427600E-02 5.129564000E-02 5.268570600E-02 5.386156600E-02 5.502593400E-02 5.687932100E-02 5.713549200E-02 5.578878800E-02
1.100000000E+01 5.597901700E-02 5.405993500E-02 5.328581900E-02 5.274547400E-02 5.177286600E-02 5.294930200E-02 5.397304000E-02 5.503931800E-02 5.683114200E-02 5.712259200E-02 5.589344900E-02
1.116672606E+01 5.693130500E-02 5.482968900E-02 5.383515800E-02 5.307908800E-02 5.189992200E-02 5.286197400E-02 5.372980400E-02 5.468547800E-02 5.638202500E-02 5.669705900E-02 5.559619400E-02
1.133324570E+01 5.733450100E-02 5.513366400E-02 5.397451500E-02 5.304424900E-02 5.168204200E-02 5.242739600E-02 5.313310100E-02 5.396456300E-02 5.553439700E-02 5.586529500E-02 5.491150300E-02
1.149996187E+01 5.726798600E-02 5.504030800E-02 5.376694800E-02 5.269637800E-02 5.116786400E-02 5.169131500E-02 5.222284100E-02 5.291113200E-02 5.432139700E-02 5.465668400E-02 5.386622600E-02
1.166670514E+01 5.685798700E-02 5.466159600E-02 5.331862700E-02 5.213414700E-02 5.045037400E-02 5.074696300E-02 5.108768200E-02 5.160858600E-02 5.282580000E-02 5.314457600E-02 5.252009800E-02
1.183333839E+01 5.626891900E-02 5.414460200E-02 5.276995100E-02 5.149169100E-02 4.966097800E-02 4.973094200E-02 4.986463000E-02 5.019304300E-02 5.118764200E-02 5.145821700E-02 5.097940200E-02
1.200000000E+01 5.568467900E-02 5.365460500E-02 5.227775900E-02 5.092026700E-02 4.895048100E-02 4.880214600E-02 4.871838100E-02 4.883457300E-02 4.958670200E-02 4.977048400E-02 4.939212300E-02
1.216672606E+01 5.527226700E-02 5.334384600E-02 5.198553300E-02 5.055866700E-02 4.845792900E-02 4.810670800E-02 4.780323600E-02 4.769690100E-02 4.819968600E-02 4.825878400E-02 4.791885500E-02
1.233324570E+01 5.513439900E-02 5.331039600E-02 5.198677900E-02 5.049924700E-02 4.827705900E-02 4.774237100E-02 4.722402300E-02 4.689420100E-02 4.715224300E-02 4.705657900E-02 4.669129100E-02
1.249996187E+01 5.527577800E-02 5.356588500E-02 5.230318800E-02 5.076223900E-02 4.843312500E-02 4.773743100E-02 4.701468300E-02 4.646743700E-02 4.649246800E-02 4.622296400E-02 4.578034500E-02
1.266670514E+01 5.560861300E-02 5.403509400E-02 5.285471600E-02 5.129264900E-02 4.888086700E-02 4.805196900E-02 4.714177600E-02 4.638906500E-02 4.619670100E-02 4.574479700E-02 4.519024300E-02
1.283333839E+01 5.599800900E-02 5.459263100E-02 5.353727700E-02 5.198524000E-02 4.952644600E-02 4.860003700E-02 4.752774500E-02 4.658833300E-02 4.619784300E-02 4.556361500E-02 4.487826500E-02
1.300000000E+01 5.631766200E-02 5.511598200E-02 5.421685600E-02 5.272490800E-02 5.026304100E-02 4.928215200E-02 4.808174400E-02 4.698190200E-02 4.641735700E-02 4.560841400E-02 4.478511900E-02
