T d154 d184 d214 d244
d 150 180 210 240
290 1.283400613E+00 1.280152852E+00 1.278113725E+00 1.276468963E+00
295 1.283420803E+00 1.280316199E+00 1.278546606E+00 1.277064664E+00
300 1.284513311E+00 1.281517658E+00 1.279994592E+00 1.278612326E+00
305 1.286540283E+00 1.283530172E+00 1.282044560E+00 1.280896868E+00
310 1.288162789E+00 1.286237642E+00 1.284734116E+00 1.283630335E+00
315 1.291161295E+00 1.289301783E+00 1.287743511E+00 1.286686054E+00
320 1.294329191E+00 1.292710453E+00 1.290769113E+00 1.289713983E+00
325 1.297214248E+00 1.295536972E+00 1.293421207E+00 1.292101521E+00
330 1.299557945E+00 1.297621424E+00 1.295396024E+00 1.293700272E+00
335 1.300757627E+00 1.298419040E+00 1.295879410E+00 1.293817350E+00
340 1.299980075E+00 1.297111806E+00 1.294173969E+00 1.291787737E+00
