Ew Nt
4.4567668E-1 9.0582908E+15
4.4296506E-1 8.6204404E+15
4.4025342E-1 8.1885201E+15
4.3754179E-1 7.7895715E+15
4.3483015E-1 7.4437013E+15
4.3211852E-1 7.1649948E+15
4.2940688E-1 6.9609667E+15
4.2669525E-1 6.8300015E+15
4.2398361E-1 6.7614301E+15
4.2127199E-1 6.7412114E+15
4.1856035E-1 6.7599434E+15
4.1584872E-1 6.8169482E+15
4.1313709E-1 6.9177414E+15
4.1042545E-1 7.0685867E+15
4.0771382E-1 7.2719651E+15
4.0500218E-1 7.5241318E+15
4.0229056E-1 7.8135438E+15
3.9957892E-1 8.1199891E+15
3.9686729E-1 8.4159904E+15
3.9415565E-1 8.6710611E+15
3.9144402E-1 8.8573133E+15
3.8873239E-1 8.9542296E+15
3.8602076E-1 8.9514528E+15
3.8330912E-1 8.8489137E+15
3.8059749E-1 8.6541255E+15
3.7788586E-1 8.3779220E+15
3.7517422E-1 8.0312378E+15
3.7246259E-1 7.6245704E+15
3.6975096E-1 7.1695237E+15
3.6703932E-1 6.6801504E+15
3.6432769E-1 6.1725310E+15
3.6161606E-1 5.6627854E+15
3.5890442E-1 5.1648371E+15
3.5619279E-1 4.6892701E+15
3.5348116E-1 4.2436029E+15
3.5076953E-1 3.8331604E+15
3.4805789E-1 3.4614991E+15
3.4534626E-1 3.1301544E+15
3.4263463E-1 2.8383928E+15
3.3992299E-1 2.5836593E+15
3.3721136E-1 2.3625748E+15
3.3449973E-1 2.1717463E+15
3.3178809E-1 2.0079461E+15
3.2907646E-1 1.8679171E+15
3.2636483E-1 1.7483446E+15
3.2365319E-1 1.6461705E+15
3.2094156E-1 1.5589853E+15
3.1822993E-1 1.4851279E+15
3.1551829E-1 1.4233436E+15
3.1280666E-1 1.3722139E+15
3.1009503E-1 1.3297201E+15
3.0738340E-1 1.2932670E+15
3.0467176E-1 1.2601422E+15
3.0196013E-1 1.2281308E+15
2.9924850E-1 1.1959452E+15
2.9653686E-1 1.1632393E+15
2.9382523E-1 1.1300548E+15
2.9111360E-1 1.0956047E+15
2.8840196E-1 1.0564821E+15
2.8569033E-1 1.0047852E+15
2.8297870E-1 9.2729180E+14
2.8026706E-1 8.0739695E+14
2.7755543E-1 6.3101995E+14
2.7484380E-1 3.9516514E+14
2.7213217E-1 2.5990567E+14
