T d154 d184 d214 d244
d 150 180 210 240
290 1.243956808E+00 1.243050725E+00 1.243236535E+00 1.243045428E+00
295 1.246452078E+00 1.245416084E+00 1.245474635E+00 1.245873983E+00
300 1.249189185E+00 1.248179842E+00 1.247933175E+00 1.247914121E+00
305 1.251553426E+00 1.250658592E+00 1.249995703E+00 1.250015204E+00
310 1.254050481E+00 1.253046919E+00 1.252240479E+00 1.251979338E+00
315 1.256101309E+00 1.254903815E+00 1.254024972E+00 1.253530458E+00
320 1.256840734E+00 1.255421795E+00 1.254364557E+00 1.253724045E+00
325 1.257267627E+00 1.255467128E+00 1.254410374E+00 1.253386190E+00
330 1.256612881E+00 1.254530870E+00 1.253100600E+00 1.252093274E+00
335 1.253971988E+00 1.251415384E+00 1.249596325E+00 1.248380778E+00
340 1.251050185E+00 1.247834262E+00 1.245613875E+00 1.244149739E+00
