T d154 d184 d214 d244
d 150 180 210 240
290 1.218699273E+00 1.216575622E+00 1.215100480E+00 1.213602997E+00
295 1.221297874E+00 1.219286008E+00 1.217701807E+00 1.216449136E+00
300 1.224313274E+00 1.222174335E+00 1.220542630E+00 1.219332524E+00
305 1.227138224E+00 1.224746970E+00 1.222976303E+00 1.221669594E+00
310 1.230373342E+00 1.227568988E+00 1.225701882E+00 1.224092380E+00
315 1.233461201E+00 1.230252522E+00 1.227930113E+00 1.226147277E+00
320 1.235600888E+00 1.231992947E+00 1.229241332E+00 1.227037911E+00
325 1.237740987E+00 1.233632087E+00 1.230258873E+00 1.227736356E+00
330 1.239320654E+00 1.234601029E+00 1.230662205E+00 1.227489449E+00
335 1.239404007E+00 1.233921676E+00 1.229303909E+00 1.225508165E+00
340 1.239278510E+00 1.232966661E+00 1.227608275E+00 1.222891658E+00
