f G/w
1.0000000E+6 3.3978133E-5
8.9779585E+5 3.5653266E-5
8.0603739E+5 3.7430511E-5
7.2365703E+5 3.9229551E-5
6.4969628E+5 4.0975018E-5
5.8329463E+5 4.3088651E-5
5.2367949E+5 4.5320427E-5
4.7015728E+5 4.7677853E-5
4.2210526E+5 5.0202733E-5
3.7896435E+5 5.2865953E-5
3.4023262E+5 5.5744345E-5
3.0545943E+5 5.8633238E-5
2.7424021E+5 6.1837617E-5
2.4621173E+5 6.5146221E-5
2.2104787E+5 6.8741660E-5
1.9845586E+5 7.2682868E-5
1.7817285E+5 7.6723491E-5
1.5996284E+5 8.1174812E-5
1.4361398E+5 8.5955945E-5
1.2893603E+5 9.0936388E-5
1.1575824E+5 9.6485395E-5
1.0392726E+5 1.0250295E-4
9.3305466E+4 1.0906490E-4
8.3769261E+4 1.1615232E-4
7.5207695E+4 1.2374779E-4
6.7521156E+4 1.3188876E-4
6.0620214E+4 1.4090808E-4
5.4424577E+4 1.5091270E-4
4.8862159E+4 1.6175418E-4
4.3868244E+4 1.7356401E-4
3.9384728E+4 1.8670506E-4
3.5359445E+4 2.0089703E-4
3.1745563E+4 2.1652655E-4
2.8501035E+4 2.3346333E-4
2.5588111E+4 2.5234990E-4
2.2972900E+4 2.7253898E-4
2.0624974E+4 2.9515421E-4
1.8517016E+4 3.1962049E-4
1.6624501E+4 3.4596756E-4
1.4925408E+4 3.7509056E-4
1.3399969E+4 4.0677403E-4
1.2030437E+4 4.4079148E-4
1.0800876E+4 4.7817180E-4
9.6969820E+3 5.1960790E-4
8.7059100E+3 5.6396280E-4
7.8161300E+3 6.1302256E-4
7.0172890E+3 6.6686571E-4
6.3000930E+3 7.2618953E-4
5.6561970E+3 7.9116531E-4
5.0781110E+3 8.6229916E-4
4.5591070E+3 9.4056237E-4
4.0931470E+3 1.0277791E-3
3.6748100E+3 1.1243681E-3
3.2992300E+3 1.2302864E-3
2.9620350E+3 1.3477763E-3
2.6593020E+3 1.4767741E-3
2.3875110E+3 1.6216071E-3
2.1434970E+3 1.7807658E-3
1.9244230E+3 1.9575349E-3
1.7277390E+3 2.1535110E-3
1.5511570E+3 2.3735678E-3
1.3926220E+3 2.6186130E-3
1.2502900E+3 2.8867032E-3
1.1225050E+3 3.1866293E-3
1.0077810E+3 3.5165042E-3
9.0478100E+2 3.9419106E-3
8.1230900E+2 4.3460827E-3
7.2928800E+2 4.8045719E-3
6.5475100E+2 5.3259287E-3
5.8783300E+2 5.9223378E-3
5.2775400E+2 6.5635866E-3
4.7381500E+2 7.2615694E-3
4.2539000E+2 8.0850092E-3
3.8191300E+2 8.9146103E-3
3.4288000E+2 9.9646958E-3
3.0783600E+2 1.0986090E-2
2.7637400E+2 1.2109137E-2
2.4812700E+2 1.3456294E-2
2.2276800E+2 1.4926654E-2
2.0000000E+2 1.6605045E-2
