Ew Nt
4.4631858E-1 -5.1617049E+13
4.4360305E-1 -2.0161357E+13
4.4088751E-1 -2.0130654E+13
4.3817197E-1 -2.9335840E+13
4.3545642E-1 -2.7421600E+13
4.3274089E-1 -1.2370176E+13
4.3002535E-1 4.6594269E+12
4.2730981E-1 1.4194749E+13
4.2459427E-1 1.6399496E+13
4.2187874E-1 1.7616633E+13
4.1916319E-1 2.2836713E+13
4.1644765E-1 3.2174328E+13
4.1373212E-1 4.2903461E+13
4.1101658E-1 5.3280167E+13
4.0830104E-1 6.3997140E+13
4.0558550E-1 7.6356474E+13
4.0286997E-1 8.9687330E+13
4.0015443E-1 1.0100962E+14
3.9743889E-1 1.0720921E+14
3.9472335E-1 1.0736750E+14
3.9200781E-1 1.0327998E+14
3.8929227E-1 9.8372744E+13
3.8657673E-1 9.6157307E+13
3.8386119E-1 9.8750487E+13
3.8114566E-1 1.0575520E+14
3.7843012E-1 1.1428810E+14
3.7571458E-1 1.2063362E+14
3.7299904E-1 1.2260647E+14
3.7028350E-1 1.2089710E+14
3.6756796E-1 1.1852165E+14
3.6485242E-1 1.1901432E+14
3.6213689E-1 1.2469400E+14
3.5942135E-1 1.3595782E+14
3.5670581E-1 1.5177094E+14
3.5399027E-1 1.7083552E+14
3.5127473E-1 1.9258201E+14
3.4855919E-1 2.1737765E+14
3.4584365E-1 2.4606249E+14
3.4312812E-1 2.7942786E+14
3.4041258E-1 3.1807591E+14
3.3769704E-1 3.6256963E+14
3.3498150E-1 4.1351816E+14
3.3226596E-1 4.7139180E+14
3.2955042E-1 5.3614628E+14
3.2683488E-1 6.0691331E+14
3.2411935E-1 6.8199051E+14
3.2140381E-1 7.5916074E+14
3.1868827E-1 8.3608771E+14
3.1597273E-1 9.1047076E+14
3.1325719E-1 9.7991195E+14
3.1054165E-1 1.0417740E+15
3.0782611E-1 1.0933437E+15
3.0511058E-1 1.1322926E+15
3.0239504E-1 1.1571412E+15
2.9967950E-1 1.1673931E+15
2.9696396E-1 1.1632244E+15
2.9424842E-1 1.1448598E+15
2.9153288E-1 1.1118564E+15
2.8881734E-1 1.0623843E+15
2.8610181E-1 9.9244163E+14
2.8338627E-1 8.9522096E+14
2.8067073E-1 7.6168949E+14
2.7795519E-1 5.8387082E+14
2.7523965E-1 3.6077186E+14
2.7252411E-1 2.3559631E+14
