fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_300 001_300.dat 300 38.65 1.000000000E+00 2.522824223E+01 1.081443999E-15 1.000000000E+20 1.207172461E+00 2.164979555E-16 4.521275767E-04 
001_300_SRH 001_300_srh.dat 300 38.65 1.000000000E+00 3.907835576E+01 7.652263924E-16 1.000000000E+20 1.216919418E+00 2.112277595E-16 6.369112657E-04 
002_300 002_300.dat 300 38.65 1.000000000E+00 2.036743302E+01 1.434849744E-15 1.000000000E+20 1.210267538E+00 3.151952169E-16 5.004946835E-04 
002_300_SRH 002_300_srh.dat 300 38.65 1.000000000E+00 2.778231985E+01 1.118666170E-15 1.000000000E+20 1.217024311E+00 3.099695095E-16 6.394609450E-04 
003_300 003_300.dat 300 38.65 1.000000000E+00 1.616196423E+01 1.948451193E-15 1.000000000E+20 1.212514148E+00 4.600149706E-16 5.408232112E-04 
003_300_SRH 003_300_srh.dat 300 38.65 1.000000000E+00 2.008773100E+01 1.632329786E-15 1.000000000E+20 1.217176535E+00 4.548228877E-16 6.431874638E-04 
004_300 004_300.dat 300 38.65 1.000000000E+00 1.277927181E+01 2.691533971E-15 1.000000000E+20 1.214189263E+00 6.724359790E-16 5.742970458E-04 
004_300_SRH 004_300_srh.dat 300 38.65 1.000000000E+00 1.484744161E+01 2.375510673E-15 1.000000000E+20 1.217396859E+00 6.672710056E-16 6.486259366E-04 
005_300 005_300.dat 300 38.65 1.000000000E+00 1.018293129E+01 3.759763324E-15 1.000000000E+20 1.215509881E+00 9.838938660E-16 6.029737905E-04 
005_300_SRH 005_300_srh.dat 300 38.65 1.000000000E+00 1.128007622E+01 3.443886190E-15 1.000000000E+20 1.217713138E+00 9.787532401E-16 6.565875546E-04 
006_300 006_300.dat 300 38.65 1.000000000E+00 8.261448762E+00 5.281551525E-15 1.000000000E+20 1.216650519E+00 1.440345438E-15 6.295144317E-04 
006_300_SRH 006_300_srh.dat 300 38.65 1.000000000E+00 8.853802917E+00 4.965884926E-15 1.000000000E+20 1.218163073E+00 1.435229415E-15 6.681634351E-04 
007_300 007_300.dat 300 38.65 1.000000000E+00 6.874577640E+00 7.422249179E-15 1.000000000E+20 1.217685016E+00 2.108734347E-15 6.575942303E-04 
007_300_SRH 007_300_srh.dat 300 38.65 1.000000000E+00 7.203600586E+00 7.106879492E-15 1.000000000E+20 1.218723863E+00 2.103645523E-15 6.856878697E-04 
008_300 008_300.dat 300 38.65 1.000000000E+00 5.899626054E+00 1.038263566E-14 1.000000000E+20 1.218837783E+00 3.087011644E-15 6.898876130E-04 
008_300_SRH 008_300_srh.dat 300 38.65 1.000000000E+00 6.089637525E+00 1.006766976E-14 1.000000000E+20 1.219551421E+00 3.081954005E-15 7.105375227E-04 
009_300 009_300.dat 300 38.65 1.000000000E+00 5.228291157E+00 1.438591486E-14 1.000000000E+20 1.220183140E+00 4.517584313E-15 7.303503241E-04 
009_300_SRH 009_300_srh.dat 300 38.65 1.000000000E+00 5.343232924E+00 1.407148531E-14 1.000000000E+20 1.220675053E+00 4.512570039E-15 7.458443500E-04 
010_300 010_300.dat 300 38.65 1.000000000E+00 4.743265158E+00 1.964715129E-14 1.000000000E+20 1.221469854E+00 6.611981957E-15 7.822123723E-04 
010_300_SRH 010_300_srh.dat 300 38.65 1.000000000E+00 4.806151999E+00 1.933251128E-14 1.000000000E+20 1.221701346E+00 6.607163722E-15 7.936822413E-04 
011_300 011_300.dat 300 38.65 1.000000000E+00 4.392368889E+00 2.633638427E-14 1.000000000E+20 1.222452392E+00 9.672855587E-15 8.482517909E-04 
011_300_SRH 011_300_srh.dat 300 38.65 1.000000000E+00 4.436713199E+00 2.602305016E-14 1.000000000E+20 1.222649862E+00 9.667989522E-15 8.575970224E-04 
