N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -6.254000000E-06 -9.483000000E-06 -1.134900000E-05 -1.248600000E-05
1.600000000E+01 7.864560000E-04 6.800420000E-04 6.106630000E-04 5.641480000E-04
1.700000000E+01 1.038495800E-02 9.514794000E-03 8.977399000E-03 8.571035000E-03
1.549996187E+01 2.198790000E-04 1.927460000E-04 1.754230000E-04 1.634480000E-04
1.649996187E+01 2.887021000E-03 2.533636000E-03 2.297711000E-03 2.133398000E-03
1.674996808E+01 5.550873000E-03 4.964774000E-03 4.578031000E-03 4.299487000E-03
1.624993176E+01 1.496343000E-03 1.298149000E-03 1.167712000E-03 1.077718000E-03
1.574996808E+01 4.185750000E-04 3.643080000E-04 3.289090000E-04 3.051520000E-04
1.524993176E+01 9.714200000E-05 8.477300000E-05 7.658500000E-05 7.108500000E-05
