N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.197825906E+00 1.194940987E+00 1.192308147E+00 1.190001247E+00
1.600000000E+01 1.218177946E+00 1.215718259E+00 1.213885310E+00 1.211752108E+00
1.700000000E+01 1.241441755E+00 1.240189977E+00 1.240021270E+00 1.240342953E+00
1.549996187E+01 1.206191448E+00 1.203391697E+00 1.200779253E+00 1.198931870E+00
1.649996187E+01 1.220086357E+00 1.218208618E+00 1.216901011E+00 1.215902417E+00
1.674996808E+01 1.226866779E+00 1.225473386E+00 1.224716719E+00 1.223887900E+00
1.624993176E+01 1.219208623E+00 1.217134697E+00 1.215422090E+00 1.214005095E+00
1.574996808E+01 1.212474768E+00 1.209975168E+00 1.207587883E+00 1.205506923E+00
1.524993176E+01 1.202272028E+00 1.199384175E+00 1.196804559E+00 1.194830852E+00
