N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.199498575E+00 1.197042663E+00 1.194868307E+00 1.193065314E+00
1.600000000E+01 1.224069077E+00 1.222769156E+00 1.222043919E+00 1.221017255E+00
1.700000000E+01 1.259906934E+00 1.259443040E+00 1.259774874E+00 1.260319106E+00
1.549996187E+01 1.209248982E+00 1.207040770E+00 1.205153486E+00 1.204069290E+00
1.649996187E+01 1.231482071E+00 1.231149382E+00 1.231065429E+00 1.231031270E+00
1.674996808E+01 1.241962829E+00 1.241865558E+00 1.241981273E+00 1.241823296E+00
1.624993176E+01 1.227444795E+00 1.226808539E+00 1.226402627E+00 1.226125124E+00
1.574996808E+01 1.216742983E+00 1.215049762E+00 1.213600099E+00 1.212458799E+00
1.524993176E+01 1.204491624E+00 1.202080634E+00 1.200080573E+00 1.198701040E+00
