N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.198309857E+00 1.195519411E+00 1.192965672E+00 1.190748263E+00
1.600000000E+01 1.219875732E+00 1.217707639E+00 1.216173814E+00 1.214386741E+00
1.700000000E+01 1.248034227E+00 1.247284325E+00 1.247497653E+00 1.247988124E+00
1.549996187E+01 1.207098734E+00 1.204386730E+00 1.201920461E+00 1.200251911E+00
1.649996187E+01 1.223544687E+00 1.222262574E+00 1.221513047E+00 1.221008510E+00
1.674996808E+01 1.231819872E+00 1.231082115E+00 1.230870268E+00 1.230463702E+00
1.624993176E+01 1.221598304E+00 1.219951354E+00 1.218696356E+00 1.217739418E+00
1.574996808E+01 1.213712760E+00 1.211379998E+00 1.209206904E+00 1.207370255E+00
1.524993176E+01 1.202925629E+00 1.200106576E+00 1.197652708E+00 1.195798886E+00
