fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_295 001_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.884415183E-16 1.000000000E+20 1.207873945E+00 1.273440064E-16 3.985438349E-04 
001_295_SRH 001_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.082712999E-16 1.000000000E+20 1.222824203E+00 1.225213451E-16 8.087466591E-04 
002_295 002_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.164875807E-16 1.000000000E+20 1.215487202E+00 1.839221538E-16 4.928747915E-04 
002_295_SRH 002_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.402006743E-16 1.000000000E+20 1.223189039E+00 1.796449896E-16 8.296829110E-04 
003_295 003_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.916032879E-16 1.000000000E+20 1.218476870E+00 2.674483329E-16 5.849707798E-04 
003_295_SRH 003_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.216848566E-16 1.000000000E+20 1.223686475E+00 2.633010653E-16 8.598087463E-04 
004_295 004_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.126912240E-15 1.000000000E+20 1.220859630E+00 3.897276533E-16 6.823257252E-04 
004_295_SRH 004_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.653574421E-16 1.000000000E+20 1.224345315E+00 3.857366888E-16 9.027868492E-04 
005_295 005_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.433850732E-15 1.000000000E+20 1.222878761E+00 5.686233313E-16 7.874676815E-04 
005_295_SRH 005_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.182827685E-15 1.000000000E+20 1.225185061E+00 5.648199725E-16 9.633749781E-04 
006_295 006_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.820747537E-15 1.000000000E+20 1.224696235E+00 8.302253436E-16 9.062946424E-04 
