T d154 d184 d214 d244
d 150 180 210 240
290 2.317774100E-02 2.262766500E-02 2.367275600E-02 2.393791100E-02
295 2.286096500E-02 2.240977300E-02 2.351070100E-02 2.361435900E-02
300 2.242914300E-02 2.196325700E-02 2.309287500E-02 2.343534400E-02
305 2.075598700E-02 2.034880200E-02 2.151027500E-02 2.157177300E-02
310 1.724330500E-02 1.706079700E-02 1.832264700E-02 1.889224400E-02
315 1.050959000E-02 1.076642100E-02 1.214391700E-02 1.298844500E-02
320 -2.606943000E-03 -1.475907000E-03 4.276890000E-04 1.447343000E-03
325 -2.624230800E-02 -2.350435000E-02 -2.066617500E-02 -1.913024600E-02
330 -6.614128500E-02 -6.066962900E-02 -5.617637400E-02 -5.374770100E-02
335 -1.274601870E-01 -1.174531750E-01 -1.104863630E-01 -1.066208970E-01
340 -1.578921050E-01 -1.556869580E-01 -1.536776810E-01 -1.509562140E-01
