N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.013418907E+00 1.012175381E+00 1.011233860E+00 1.010494401E+00
1.016672606E+01 1.014091628E+00 1.012701513E+00 1.011660657E+00 1.010850109E+00
1.033324570E+01 1.014595711E+00 1.013091778E+00 1.011974788E+00 1.011110146E+00
1.049996187E+01 1.014965888E+00 1.013376936E+00 1.012203440E+00 1.011298637E+00
1.066670514E+01 1.015235913E+00 1.013585268E+00 1.012370728E+00 1.011436460E+00
1.083333839E+01 1.015435172E+00 1.013740810E+00 1.012496891E+00 1.011541055E+00
1.100000000E+01 1.015765215E+00 1.013863600E+00 1.012599008E+00 1.011627473E+00
1.116672606E+01 1.018075926E+00 1.013971038E+00 1.012692621E+00 1.011710256E+00
1.133324570E+01 1.021430910E+00 1.014079955E+00 1.012794089E+00 1.011806209E+00
1.149996187E+01 1.026204554E+00 1.014209378E+00 1.012923902E+00 1.011938384E+00
1.166670514E+01 1.032851898E+00 1.016616309E+00 1.013111350E+00 1.012141603E+00
1.183333839E+01 1.041856516E+00 1.029369640E+00 1.021124370E+00 1.016064102E+00
1.200000000E+01 1.053600934E+00 1.045297291E+00 1.040789234E+00 1.038698633E+00
1.216672606E+01 1.068135125E+00 1.063860545E+00 1.062287517E+00 1.061880700E+00
1.233324570E+01 1.084891750E+00 1.083628287E+00 1.083429074E+00 1.083022701E+00
1.249996187E+01 1.102520108E+00 1.102512813E+00 1.101927147E+00 1.100205161E+00
1.266670514E+01 1.119166448E+00 1.118590403E+00 1.116455415E+00 1.112986619E+00
1.283333839E+01 1.133209160E+00 1.130971666E+00 1.127069040E+00 1.122144962E+00
1.300000000E+01 1.143974938E+00 1.139955640E+00 1.134686373E+00 1.128810780E+00
