N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 3.162E+16 290 2.800E-4 2.787338E-1 2.852550E+1 5.058350E-1 8.092730E+1
1.468000E+10 3.162E+16 290 2.800E-4 2.779559E-1 2.843500E+1 5.056690E-1 8.092310E+1
2.154000E+10 3.162E+16 290 2.800E-4 2.768329E-1 2.830460E+1 5.054280E-1 8.091710E+1
3.162000E+10 3.162E+16 290 2.800E-4 2.752238E-1 2.811790E+1 5.050840E-1 8.090850E+1
4.642000E+10 3.162E+16 290 2.800E-4 2.729425E-1 2.785370E+1 5.045980E-1 8.089620E+1
6.813000E+10 3.162E+16 290 2.800E-4 2.697557E-1 2.748560E+1 5.039190E-1 8.087880E+1
1.000000E+11 3.162E+16 290 2.800E-4 2.653933E-1 2.698320E+1 5.029920E-1 8.085440E+1
1.468000E+11 3.162E+16 290 2.800E-4 2.595798E-1 2.631640E+1 5.017560E-1 8.082080E+1
2.154000E+11 3.162E+16 290 2.800E-4 2.520939E-1 2.546170E+1 5.001590E-1 8.077510E+1
3.162000E+11 3.162E+16 290 2.800E-4 2.428439E-1 2.441090E+1 4.980510E-1 8.073170E+1
4.642000E+11 3.162E+16 290 2.800E-4 2.319287E-1 2.316470E+1 4.955420E-1 8.062190E+1
6.813000E+11 3.162E+16 290 2.800E-4 2.196341E-1 2.178820E+1 4.926710E-1 8.054270E+1
1.000000E+12 3.162E+16 290 2.800E-4 2.063454E-1 2.031210E+1 4.894230E-1 8.045180E+1
1.468000E+12 3.162E+16 290 2.800E-4 1.924236E-1 1.876410E+1 4.856890E-1 8.031050E+1
2.154000E+12 3.162E+16 290 2.800E-4 1.781273E-1 1.720010E+1 4.816760E-1 8.018760E+1
3.162000E+12 3.162E+16 290 2.800E-4 1.636275E-1 1.562780E+1 4.771680E-1 8.006310E+1
4.642000E+12 3.162E+16 290 2.800E-4 1.490747E-1 1.405480E+1 4.722710E-1 7.985310E+1
6.813000E+12 3.162E+16 290 2.800E-4 1.346512E-1 1.252300E+1 4.668650E-1 7.968330E+1
1.000000E+13 3.162E+16 290 2.800E-4 1.205729E-1 1.103690E+1 4.610680E-1 7.941340E+1
1.468000E+13 3.162E+16 290 2.800E-4 1.070601E-1 9.630100E+0 4.546980E-1 7.913000E+1
2.154000E+13 3.162E+16 290 2.800E-4 9.430696E-2 8.326400E+0 4.479530E-1 7.883950E+1
3.162000E+13 3.162E+16 290 2.800E-4 8.246360E-2 7.127100E+0 4.407770E-1 7.843210E+1
4.642000E+13 3.162E+16 290 2.800E-4 7.162925E-2 6.046600E+0 4.330630E-1 7.797100E+1
6.813000E+13 3.162E+16 290 2.800E-4 6.185343E-2 5.090000E+0 4.249200E-1 7.746620E+1
1.000000E+14 3.162E+16 290 2.800E-4 5.314158E-2 4.246700E+0 4.163060E-1 7.678380E+1
