N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 3.162E+16 290 2.800E-4 2.739172E-1 2.796940E+1 5.048460E-1 8.090310E+1
1.468000E+10 3.162E+16 290 2.800E-4 2.711808E-1 2.765320E+1 5.042670E-1 8.088870E+1
2.154000E+10 3.162E+16 290 2.800E-4 2.673999E-1 2.721770E+1 5.034690E-1 8.086840E+1
3.162000E+10 3.162E+16 290 2.800E-4 2.622996E-1 2.663220E+1 5.023930E-1 8.084020E+1
4.642000E+10 3.162E+16 290 2.800E-4 2.556296E-1 2.586980E+1 5.009840E-1 8.080160E+1
6.813000E+10 3.162E+16 290 2.800E-4 2.472346E-1 2.491500E+1 4.991430E-1 8.075830E+1
1.000000E+11 3.162E+16 290 2.800E-4 2.371253E-1 2.375740E+1 4.968400E-1 8.066130E+1
1.468000E+11 3.162E+16 290 2.800E-4 2.255056E-1 2.245230E+1 4.941680E-1 8.059150E+1
2.154000E+11 3.162E+16 290 2.800E-4 2.127209E-1 2.102830E+1 4.911530E-1 8.050780E+1
3.162000E+11 3.162E+16 290 2.800E-4 1.991434E-1 1.952670E+1 4.876700E-1 8.042620E+1
4.642000E+11 3.162E+16 290 2.800E-4 1.850688E-1 1.796990E+1 4.838350E-1 8.027430E+1
6.813000E+11 3.162E+16 290 2.800E-4 1.706948E-1 1.640700E+1 4.796770E-1 8.015330E+1
1.000000E+12 3.162E+16 290 2.800E-4 1.561729E-1 1.483210E+1 4.749540E-1 7.998450E+1
1.468000E+12 3.162E+16 290 2.800E-4 1.416729E-1 1.328670E+1 4.699430E-1 7.982640E+1
2.154000E+12 3.162E+16 290 2.800E-4 1.274031E-1 1.177530E+1 4.643180E-1 7.962310E+1
3.162000E+12 3.162E+16 290 2.800E-4 1.135898E-1 1.033960E+1 4.583600E-1 7.943600E+1
4.642000E+12 3.162E+16 290 2.800E-4 1.004448E-1 8.985100E+0 4.519520E-1 7.917100E+1
6.813000E+12 3.162E+16 290 2.800E-4 8.814171E-2 7.743100E+0 4.450970E-1 7.894800E+1
1.000000E+13 3.162E+16 290 2.800E-4 7.680503E-2 6.611500E+0 4.379280E-1 7.862650E+1
1.468000E+13 3.162E+16 290 2.800E-4 6.650824E-2 5.601000E+0 4.304340E-1 7.826020E+1
2.154000E+13 3.162E+16 290 2.800E-4 5.727751E-2 4.711400E+0 4.225140E-1 7.787290E+1
3.162000E+13 3.162E+16 290 2.800E-4 4.909893E-2 3.940500E+0 4.143070E-1 7.748490E+1
4.642000E+13 3.162E+16 290 2.800E-4 4.192751E-2 3.274000E+0 4.058190E-1 7.696680E+1
6.813000E+13 3.162E+16 290 2.800E-4 3.569626E-2 2.705500E+0 3.970400E-1 7.635810E+1
1.000000E+14 3.162E+16 290 2.800E-4 3.032466E-2 2.224600E+0 3.879420E-1 7.563840E+1
