N x
1.6435805E+0 1.1438663E+21
1.6306210E+0 9.8197084E+20
1.6132270E+0 1.0411030E+21
1.6017752E+0 1.2172273E+21
1.5883172E+0 9.8194794E+20
1.5706132E+0 1.0076720E+21
1.5576961E+0 1.0355086E+21
1.5404808E+0 1.0103832E+21
1.5265456E+0 1.0922772E+21
1.5113598E+0 1.0720637E+21
1.4965938E+0 1.0267689E+21
1.4797520E+0 9.2778411E+20
1.4612200E+0 1.0188907E+21
1.4472015E+0 1.1024051E+21
1.4307717E+0 1.0789362E+21
1.4157757E+0 1.0315776E+21
1.3974998E+0 1.0214968E+21
1.3818069E+0 1.1490630E+21
1.3669401E+0 1.0072556E+21
1.3464828E+0 9.8269873E+20
1.3303168E+0 1.0159859E+21
1.3105228E+0 1.0270958E+21
1.2943069E+0 1.1313201E+21
1.2773663E+0 1.0132499E+21
1.2567522E+0 9.4327369E+20
1.2364277E+0 1.0469644E+21
1.2193061E+0 1.1178071E+21
1.2007958E+0 9.8711981E+20
1.1782899E+0 1.0303807E+21
1.1609045E+0 1.0798850E+21
1.1395064E+0 9.9894589E+20
1.1182681E+0 1.0289232E+21
1.0973286E+0 1.0873435E+21
1.0776120E+0 1.0590507E+21
1.0547366E+0 9.7261837E+20
1.0302628E+0 1.0030318E+21
1.0078141E+0 1.0407389E+21
9.8395520E-1 1.0161343E+21
9.5924825E-1 1.0317126E+21
9.3492151E-1 1.0344064E+21
9.0901740E-1 1.0161440E+21
