N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 1.012175381E+00 1.153164931E+00 1.198135534E+00 1.209703589E+00 1.212750101E+00 1.209251037E+00 1.201220010E+00 1.192573626E+00 1.183936147E+00
1.016672606E+01 1.012701513E+00 1.154347146E+00 1.200384547E+00 1.213018485E+00 1.217371652E+00 1.215543483E+00 1.209648752E+00 1.203752728E+00 1.197152448E+00
1.033324570E+01 1.013091778E+00 1.155280254E+00 1.202007867E+00 1.215406199E+00 1.220728958E+00 1.220183298E+00 1.216014649E+00 1.212498958E+00 1.210077154E+00
1.049996187E+01 1.013376936E+00 1.156092528E+00 1.203200587E+00 1.217134301E+00 1.223178079E+00 1.223624433E+00 1.220859797E+00 1.219406473E+00 1.220784159E+00
1.066670514E+01 1.013585268E+00 1.156896795E+00 1.204114506E+00 1.218411388E+00 1.225003554E+00 1.226246727E+00 1.224672645E+00 1.225068618E+00 1.229693911E+00
1.083333839E+01 1.013740810E+00 1.157802477E+00 1.204870254E+00 1.219400307E+00 1.226431474E+00 1.228361551E+00 1.227869301E+00 1.230008307E+00 1.237614352E+00
1.100000000E+01 1.013863600E+00 1.158926054E+00 1.205567947E+00 1.220231059E+00 1.227644409E+00 1.230224481E+00 1.230792810E+00 1.234640206E+00 1.244832078E+00
1.116672606E+01 1.013971038E+00 1.160398397E+00 1.206295962E+00 1.221012160E+00 1.228794815E+00 1.232047174E+00 1.233712682E+00 1.239245145E+00 1.251709486E+00
1.133324570E+01 1.014079955E+00 1.162366351E+00 1.207136511E+00 1.221839353E+00 1.230014776E+00 1.234002790E+00 1.236818086E+00 1.243956105E+00 1.258161335E+00
1.149996187E+01 1.014209378E+00 1.164982554E+00 1.208167059E+00 1.222800844E+00 1.231419752E+00 1.236222101E+00 1.240205414E+00 1.248767161E+00 1.264268128E+00
1.166670514E+01 1.016616309E+00 1.168376386E+00 1.209455666E+00 1.223977742E+00 1.233104870E+00 1.238781192E+00 1.243872677E+00 1.253577166E+00 1.269944582E+00
1.183333839E+01 1.029369640E+00 1.172601267E+00 1.211050556E+00 1.225438829E+00 1.235133886E+00 1.241689239E+00 1.247735766E+00 1.258258030E+00 1.275154751E+00
1.200000000E+01 1.045297291E+00 1.177568138E+00 1.212945698E+00 1.227230725E+00 1.237525601E+00 1.244889076E+00 1.251670787E+00 1.262716941E+00 1.279928238E+00
1.216672606E+01 1.063860545E+00 1.183003490E+00 1.215160624E+00 1.229367031E+00 1.240247649E+00 1.248279964E+00 1.255566431E+00 1.266926054E+00 1.284342153E+00
1.233324570E+01 1.083628287E+00 1.188490418E+00 1.217619507E+00 1.231823491E+00 1.243226736E+00 1.251756507E+00 1.259360795E+00 1.270916837E+00 1.288494723E+00
1.249996187E+01 1.102512813E+00 1.193615402E+00 1.220258134E+00 1.234544313E+00 1.246375104E+00 1.255244677E+00 1.263049649E+00 1.274756591E+00 1.292486260E+00
1.266670514E+01 1.118590403E+00 1.198132833E+00 1.223021213E+00 1.237460109E+00 1.249621142E+00 1.258718419E+00 1.266672113E+00 1.278525439E+00 1.296439742E+00
1.283333839E+01 1.130971666E+00 1.202027043E+00 1.225868734E+00 1.240510275E+00 1.252928807E+00 1.262194872E+00 1.270289193E+00 1.282302015E+00 1.300440473E+00
1.300000000E+01 1.139955640E+00 1.205431622E+00 1.228775549E+00 1.243659931E+00 1.256299898E+00 1.265717695E+00 1.273966305E+00 1.286177876E+00 1.304557533E+00
