T nFsrh nFBsrh dnsrh nF nFB dn
290 1.193122342E+00 1.059186947E+0 1.339353950E-01 1.193122342E+00 1.059186947E+0 1.339353950E-01
295 1.191288788E+00 1.057851052E+0 1.334377360E-01 1.191288788E+00 1.057851052E+0 1.334377360E-01
300 1.199799177E+00 1.056604143E+0 1.431950340E-01 1.199799177E+00 1.056604143E+0 1.431950340E-01
305 1.208137739E+00 1.055438661E+0 1.526990780E-01 1.208137739E+00 1.055438661E+0 1.526990780E-01
310 1.206370427E+00 1.054347842E+0 1.520225850E-01 1.206370427E+00 1.054347842E+0 1.520225850E-01
315 1.208829503E+00 1.053325620E+0 1.555038830E-01 1.208829503E+00 1.053325620E+0 1.555038830E-01
320 1.211986231E+00 1.052366545E+0 1.596196860E-01 1.211986231E+00 1.052366545E+0 1.596196860E-01
325 1.218930791E+00 1.051465705E+0 1.674650860E-01 1.218930791E+00 1.051465705E+0 1.674650860E-01
330 1.225210721E+00 1.050618666E+0 1.745920550E-01 1.225210721E+00 1.050618666E+0 1.745920550E-01
335 1.230586690E+00 1.049821414E+0 1.807652760E-01 1.230586690E+00 1.049821414E+0 1.807652760E-01
340 1.234788456E+00 1.049070311E+0 1.857181450E-01 1.234788456E+00 1.049070311E+0 1.857181450E-01
