fname time Tem kT_1 Voc Isc Pm Vm Im FF rmsre 
00L1 28964 310.02 37.398 3.158277992E-01 1.469764706E-04 2.857416127E-05 2.335029861E-01 1.225648583E-04 6.155669909E-01 0.000000000E+00 
00L2 29090 310.02 37.398 3.157467438E-01 1.471084848E-04 2.853664327E-05 2.327867996E-01 1.227937943E-04 6.143647412E-01 0.000000000E+00 
00L3 29182 310.01 37.399 3.134087761E-01 1.467762376E-04 2.840131553E-05 2.321227713E-01 1.225567169E-04 6.174070044E-01 0.000000000E+00 
00L4 29274 310.02 37.398 3.146293167E-01 1.464881773E-04 2.832909879E-05 2.316203342E-01 1.225186295E-04 6.146544022E-01 0.000000000E+00 
00L5 29366 310.04 37.396 3.145594040E-01 1.464763547E-04 2.828533412E-05 2.321854542E-01 1.220257171E-04 6.138907884E-01 0.000000000E+00 
00L6 29456 310.03 37.397 3.143539139E-01 1.459881773E-04 2.819811000E-05 2.318096954E-01 1.218532889E-04 6.144456048E-01 0.000000000E+00 
00L7 29540 310.01 37.399 3.142987076E-01 1.465763547E-04 2.831451528E-05 2.318810642E-01 1.223170719E-04 6.146142418E-01 0.000000000E+00 
00L8 29636 310.01 37.399 3.144553001E-01 1.460882353E-04 2.826026908E-05 2.319518381E-01 1.220431062E-04 6.151798907E-01 0.000000000E+00 
00L9 29720 310.02 37.398 3.143081841E-01 1.458763547E-04 2.815719932E-05 2.316149473E-01 1.217825514E-04 6.141138097E-01 0.000000000E+00 
0L10 29812 310.03 37.397 3.193390579E-01 1.456881773E-04 2.813563022E-05 2.318503918E-01 1.215636636E-04 6.047561559E-01 0.000000000E+00 
0L11 29940 310.05 37.395 2.975054386E-01 1.053876847E-04 1.914050148E-05 2.182679523E-01 8.772548115E-05 6.104759217E-01 0.000000000E+00 
0L12 30060 309.84 37.42 2.981451565E-01 1.059172414E-04 1.927072452E-05 2.190569065E-01 8.798433441E-05 6.102441483E-01 0.000000000E+00 
0L13 30154 309.85 37.419 2.982323490E-01 1.060345545E-04 1.935253667E-05 2.190936037E-01 8.834489062E-05 6.119778930E-01 0.000000000E+00 
0L14 30240 309.9 37.413 2.982145626E-01 1.063877451E-04 1.942950658E-05 2.190950321E-01 8.869271720E-05 6.124086556E-01 0.000000000E+00 
0L15 30330 309.93 37.409 2.982938007E-01 1.067922660E-04 1.949800023E-05 2.191123323E-01 8.900078547E-05 6.120769735E-01 0.000000000E+00 
0L16 30420 309.97 37.404 2.983280659E-01 1.067876847E-04 1.952350798E-05 2.191775957E-01 8.908878998E-05 6.128336038E-01 0.000000000E+00 
