fname time Tem kT_1 n Rs Io Rsh Iph Voc Isc FF Pm Vm Im rmsre 
00L1 49984 299.82 38.671 1.545876422E+00 2.767302894E+01 1.801790676E-08 3.381720104E+18 1.602901723E-04 3.860980988E-01 1.581692939E-04 7.330897601E-01 4.476895861E-05 3.099136856E-01 1.444539733E-04 8.353775773E-01 
00L2 50152 300.08 38.637 2.500000000E+00 3.422632995E+00 1.009502737E-06 2.556852448E+19 1.692027868E-04 3.851995308E-01 1.587040329E-04 7.366096346E-01 4.503094980E-05 3.110042709E-01 1.447886823E-04 1.981880955E+00 
00L3 50260 300.15 38.628 2.500000000E+00 1.953457715E+00 3.678966323E-07 7.469404437E+02 3.478464700E-04 3.845867645E-01 1.582508790E-04 7.350789912E-01 4.473778475E-05 3.100682175E-01 1.442864918E-04 3.477049611E+00 
00L4 50352 300.17 38.625 1.083753965E+00 5.226457608E+00 1.605148177E-10 5.567896559E+04 1.597869706E-04 3.843740875E-01 1.582002332E-04 7.396518375E-01 4.497680093E-05 3.112201889E-01 1.445213325E-04 9.404764559E-02 
00L5 50458 300.16 38.627 1.085662284E+00 5.196012666E+00 1.654105862E-10 5.789649556E+04 1.595206107E-04 3.843503136E-01 1.579651438E-04 7.390216408E-01 4.486892484E-05 3.113305784E-01 1.441208670E-04 8.951852280E-02 
00L6 50562 300.14 38.629 1.113510025E+00 5.100148023E+00 2.476643116E-10 1.181740458E+05 1.584469220E-04 3.843386299E-01 1.577080397E-04 7.398555784E-01 4.484508213E-05 3.112591274E-01 1.440725891E-04 1.708706945E-02 
00L7 50658 300.08 38.637 1.083634894E+00 5.200683347E+00 1.596502132E-10 5.551434063E+04 1.591940654E-04 3.843952034E-01 1.574806278E-04 7.389324012E-01 4.473112362E-05 3.114968967E-01 1.436009104E-04 8.829491128E-02 
00L8 50756 300.05 38.641 1.065609992E+00 5.358565003E+00 1.202680299E-10 4.144119858E+04 1.597980005E-04 3.844058128E-01 1.575651426E-04 7.371337691E-01 4.464742336E-05 3.118165541E-01 1.432021018E-04 1.461635717E-01 
00L9 50852 299.99 38.649 1.094881950E+00 5.141564701E+00 1.861361670E-10 6.523546589E+04 1.590281642E-04 3.844401825E-01 1.578016268E-04 7.378356616E-01 4.476101158E-05 3.114260393E-01 1.437299501E-04 6.919048736E-02 
0L10 50956 299.95 38.654 1.158320242E+00 4.988254693E+00 4.467642436E-10 4.189174604E+19 1.575024858E-04 3.844333290E-01 1.575024858E-04 7.390710986E-01 4.475016743E-05 3.116525263E-01 1.435873909E-04 1.064211014E-01 
0L11 51210 299.88 38.663 1.103876977E+00 5.275119574E+00 2.028108962E-10 1.296150591E+05 1.267756516E-04 3.784540604E-01 1.262062182E-04 7.379613990E-01 3.524743900E-05 3.069313492E-01 1.148293809E-04 9.634682502E-02 
