T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 d N_B
300 001_300 38.647 6.081700E-1 3.630172E+1 8.283760E+1 1.828860E+1 5.280020E-1 3.463734E+1 1.000000E+2 1.000000E+10 1.000000E+10 3.800E-4 1.000E+17
300 002_300 38.647 6.081060E-1 3.626134E+1 8.283640E+1 1.826600E+1 5.279450E-1 3.459840E+1 1.000000E+2 1.468000E+10 1.468000E+10 3.800E-4 1.000E+17
300 003_300 38.647 6.080130E-1 3.620332E+1 8.283480E+1 1.823370E+1 5.278630E-1 3.454244E+1 1.000000E+2 2.154000E+10 2.154000E+10 3.800E-4 1.000E+17
300 004_300 38.647 6.078810E-1 3.612077E+1 8.283250E+1 1.818760E+1 5.277470E-1 3.446278E+1 1.000000E+2 3.162000E+10 3.162000E+10 3.800E-4 1.000E+17
300 005_300 38.647 6.076940E-1 3.600485E+1 8.282930E+1 1.812300E+1 5.275850E-1 3.435084E+1 1.000000E+2 4.642000E+10 4.642000E+10 3.800E-4 1.000E+17
300 006_300 38.647 6.074340E-1 3.584500E+1 8.282460E+1 1.803380E+1 5.273600E-1 3.419635E+1 1.000000E+2 6.813000E+10 6.813000E+10 3.800E-4 1.000E+17
300 007_300 38.647 6.070800E-1 3.562981E+1 8.281820E+1 1.791370E+1 5.270580E-1 3.398812E+1 1.000000E+2 1.000000E+11 1.000000E+11 3.800E-4 1.000E+17
300 008_300 38.647 6.066120E-1 3.534885E+1 8.280940E+1 1.775690E+1 5.266630E-1 3.371579E+1 1.000000E+2 1.468000E+11 1.468000E+11 3.800E-4 1.000E+17
300 009_300 38.647 6.060100E-1 3.499526E+1 8.279770E+1 1.755930E+1 5.261640E-1 3.337228E+1 1.000000E+2 2.154000E+11 2.154000E+11 3.800E-4 1.000E+17
300 010_300 38.647 6.052620E-1 3.456792E+1 8.278210E+1 1.732020E+1 5.255580E-1 3.295588E+1 1.000000E+2 3.162000E+11 3.162000E+11 3.800E-4 1.000E+17
300 011_300 38.647 6.043620E-1 3.407183E+1 8.272780E+1 1.703510E+1 5.247720E-1 3.246184E+1 1.000000E+2 4.642000E+11 4.642000E+11 3.800E-4 1.000E+17
300 012_300 38.647 6.033050E-1 3.351570E+1 8.270230E+1 1.672260E+1 5.235660E-1 3.193978E+1 1.000000E+2 6.813000E+11 6.813000E+11 3.800E-4 1.000E+17
300 013_300 38.647 6.020860E-1 3.290807E+1 8.267310E+1 1.638040E+1 5.222270E-1 3.136651E+1 1.000000E+2 1.000000E+12 1.000000E+12 3.800E-4 1.000E+17
300 014_300 38.647 6.006920E-1 3.225462E+1 8.263990E+1 1.601160E+1 5.207660E-1 3.074616E+1 1.000000E+2 1.468000E+12 1.468000E+12 3.800E-4 1.000E+17
300 015_300 38.647 5.990540E-1 3.155780E+1 8.260900E+1 1.561710E+1 5.191940E-1 3.007952E+1 1.000000E+2 2.154000E+12 2.154000E+12 3.800E-4 1.000E+17
300 016_300 38.647 5.971710E-1 3.081808E+1 8.257670E+1 1.519710E+1 5.175220E-1 2.936516E+1 1.000000E+2 3.162000E+12 3.162000E+12 3.800E-4 1.000E+17
300 017_300 38.647 5.950720E-1 3.003524E+1 8.253350E+1 1.475130E+1 5.157690E-1 2.860060E+1 1.000000E+2 4.642000E+12 4.642000E+12 3.800E-4 1.000E+17
300 018_300 38.647 5.927400E-1 2.920918E+1 8.244080E+1 1.427330E+1 5.134390E-1 2.779948E+1 1.000000E+2 6.813000E+12 6.813000E+12 3.800E-4 1.000E+17
300 019_300 38.647 5.901570E-1 2.834031E+1 8.237490E+1 1.377740E+1 5.106820E-1 2.697840E+1 1.000000E+2 1.000000E+13 1.000000E+13 3.800E-4 1.000E+17
300 020_300 38.647 5.871600E-1 2.742980E+1 8.232060E+1 1.325830E+1 5.079260E-1 2.610283E+1 1.000000E+2 1.468000E+13 1.468000E+13 3.800E-4 1.000E+17
300 021_300 38.647 5.839160E-1 2.647975E+1 8.224670E+1 1.271690E+1 5.052200E-1 2.517108E+1 1.000000E+2 2.154000E+13 2.154000E+13 3.800E-4 1.000E+17
300 022_300 38.647 5.804180E-1 2.549320E+1 8.211510E+1 1.215030E+1 5.014310E-1 2.423135E+1 1.000000E+2 3.162000E+13 3.162000E+13 3.800E-4 1.000E+17
300 023_300 38.647 5.764770E-1 2.447422E+1 8.203390E+1 1.157400E+1 4.977480E-1 2.325275E+1 1.000000E+2 4.642000E+13 4.642000E+13 3.800E-4 1.000E+17
300 024_300 38.647 5.723080E-1 2.342787E+1 8.188710E+1 1.097940E+1 4.940050E-1 2.222523E+1 1.000000E+2 6.813000E+13 6.813000E+13 3.800E-4 1.000E+17
300 025_300 38.647 5.677920E-1 2.236016E+1 8.177200E+1 1.038170E+1 4.893630E-1 2.121474E+1 1.000000E+2 1.000000E+14 1.000000E+14 3.800E-4 1.000E+17
