N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 1.000E+15 330 3.800E-4 3.841446E+1 1.614540E+1 5.437640E-1 7.729370E+1
1.468000E+10 1.000E+15 330 3.800E-4 3.839422E+1 1.612770E+1 5.436980E-1 7.725870E+1
2.154000E+10 1.000E+15 330 3.800E-4 3.836466E+1 1.610160E+1 5.436010E-1 7.720720E+1
3.162000E+10 1.000E+15 330 3.800E-4 3.832155E+1 1.606350E+1 5.434590E-1 7.713110E+1
4.642000E+10 1.000E+15 330 3.800E-4 3.825890E+1 1.600760E+1 5.432500E-1 7.701850E+1
6.813000E+10 1.000E+15 330 3.800E-4 3.816827E+1 1.592600E+1 5.429430E-1 7.685110E+1
1.000000E+11 1.000E+15 330 3.800E-4 3.803811E+1 1.580690E+1 5.424910E-1 7.660110E+1
1.468000E+11 1.000E+15 330 3.800E-4 3.785322E+1 1.563370E+1 5.418270E-1 7.622500E+1
2.154000E+11 1.000E+15 330 3.800E-4 3.759489E+1 1.537860E+1 5.408480E-1 7.563300E+1
3.162000E+11 1.000E+15 330 3.800E-4 3.724309E+1 1.501910E+1 5.393850E-1 7.476500E+1
4.642000E+11 1.000E+15 330 3.800E-4 3.678220E+1 1.451290E+1 5.371930E-1 7.344930E+1
6.813000E+11 1.000E+15 330 3.800E-4 3.621132E+1 1.382390E+1 5.339530E-1 7.149640E+1
1.000000E+12 1.000E+15 330 3.800E-4 3.555334E+1 1.302030E+1 5.290890E-1 6.921690E+1
1.468000E+12 1.000E+15 330 3.800E-4 3.484815E+1 1.232460E+1 5.216200E-1 6.780150E+1
2.154000E+12 1.000E+15 330 3.800E-4 3.412767E+1 1.174400E+1 5.099040E-1 6.748710E+1
3.162000E+12 1.000E+15 330 3.800E-4 3.340039E+1 1.122230E+1 4.907300E-1 6.846780E+1
4.642000E+12 1.000E+15 330 3.800E-4 3.265987E+1 1.072840E+1 4.662520E-1 7.045320E+1
6.813000E+12 1.000E+15 330 3.800E-4 3.189797E+1 1.024860E+1 4.546590E-1 7.066670E+1
1.000000E+13 1.000E+15 330 3.800E-4 3.111030E+1 9.777200E+0 4.458560E-1 7.048810E+1
1.468000E+13 1.000E+15 330 3.800E-4 3.029481E+1 9.314000E+0 4.370540E-1 7.034510E+1
2.154000E+13 1.000E+15 330 3.800E-4 2.945149E+1 8.850900E+0 4.281840E-1 7.018580E+1
3.162000E+13 1.000E+15 330 3.800E-4 2.858183E+1 8.390200E+0 4.193170E-1 7.000680E+1
4.642000E+13 1.000E+15 330 3.800E-4 2.768885E+1 7.934300E+0 4.104900E-1 6.980730E+1
6.813000E+13 1.000E+15 330 3.800E-4 2.677697E+1 7.475000E+0 4.016860E-1 6.949660E+1
1.000000E+14 1.000E+15 330 3.800E-4 2.585259E+1 7.014600E+0 3.928310E-1 6.907050E+1
