N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 1.000E+15 330 3.800E-4 3.842357E+1 1.605820E+1 5.411730E-1 7.722600E+1
1.468000E+10 1.000E+15 330 3.800E-4 3.840719E+1 1.600260E+1 5.399600E-1 7.716420E+1
2.154000E+10 1.000E+15 330 3.800E-4 3.838331E+1 1.592010E+1 5.382080E-1 7.706450E+1
3.162000E+10 1.000E+15 330 3.800E-4 3.834861E+1 1.581440E+1 5.357970E-1 7.696670E+1
4.642000E+10 1.000E+15 330 3.800E-4 3.829842E+1 1.567380E+1 5.325550E-1 7.684750E+1
6.813000E+10 1.000E+15 330 3.800E-4 3.822632E+1 1.548610E+1 5.282750E-1 7.668650E+1
1.000000E+11 1.000E+15 330 3.800E-4 3.812373E+1 1.525760E+1 5.228580E-1 7.654340E+1
1.468000E+11 1.000E+15 330 3.800E-4 3.797970E+1 1.497530E+1 5.163110E-1 7.636800E+1
2.154000E+11 1.000E+15 330 3.800E-4 3.778126E+1 1.465140E+1 5.088230E-1 7.621400E+1
3.162000E+11 1.000E+15 330 3.800E-4 3.751479E+1 1.427800E+1 5.006700E-1 7.601750E+1
4.642000E+11 1.000E+15 330 3.800E-4 3.716872E+1 1.386700E+1 4.922140E-1 7.579670E+1
6.813000E+11 1.000E+15 330 3.800E-4 3.673769E+1 1.342790E+1 4.838300E-1 7.554490E+1
1.000000E+12 1.000E+15 330 3.800E-4 3.622630E+1 1.297730E+1 4.758000E-1 7.528970E+1
1.468000E+12 1.000E+15 330 3.800E-4 3.564963E+1 1.251610E+1 4.682950E-1 7.497100E+1
2.154000E+12 1.000E+15 330 3.800E-4 3.502830E+1 1.206020E+1 4.613560E-1 7.462750E+1
3.162000E+12 1.000E+15 330 3.800E-4 3.438004E+1 1.162060E+1 4.549210E-1 7.429990E+1
4.642000E+12 1.000E+15 330 3.800E-4 3.371354E+1 1.118590E+1 4.488650E-1 7.391780E+1
6.813000E+12 1.000E+15 330 3.800E-4 3.302883E+1 1.075850E+1 4.430000E-1 7.352810E+1
1.000000E+13 1.000E+15 330 3.800E-4 3.232186E+1 1.033890E+1 4.371610E-1 7.317040E+1
1.468000E+13 1.000E+15 330 3.800E-4 3.158861E+1 9.915000E+0 4.312420E-1 7.278490E+1
2.154000E+13 1.000E+15 330 3.800E-4 3.082666E+1 9.495500E+0 4.251880E-1 7.244560E+1
3.162000E+13 1.000E+15 330 3.800E-4 3.003486E+1 9.069900E+0 4.189900E-1 7.207340E+1
4.642000E+13 1.000E+15 330 3.800E-4 2.921412E+1 8.647800E+0 4.126350E-1 7.173710E+1
6.813000E+13 1.000E+15 330 3.800E-4 2.836576E+1 8.220500E+0 4.061280E-1 7.135770E+1
1.000000E+14 1.000E+15 330 3.800E-4 2.749251E+1 7.792900E+0 3.994650E-1 7.095880E+1
