N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 1.000E+17 335 3.800E-4 2.663453E-1 1.958480E+1 3.927210E-1 7.489490E+1
1.468000E+10 1.000E+17 335 3.800E-4 2.655572E-1 1.951900E+1 3.925910E-1 7.488940E+1
2.154000E+10 1.000E+17 335 3.800E-4 2.644235E-1 1.942430E+1 3.924030E-1 7.488170E+1
3.162000E+10 1.000E+17 335 3.800E-4 2.628076E-1 1.928950E+1 3.921340E-1 7.487050E+1
4.642000E+10 1.000E+17 335 3.800E-4 2.605327E-1 1.909990E+1 3.917530E-1 7.485460E+1
6.813000E+10 1.000E+17 335 3.800E-4 2.573846E-1 1.883790E+1 3.912220E-1 7.483230E+1
1.000000E+11 1.000E+17 335 3.800E-4 2.531262E-1 1.848420E+1 3.904950E-1 7.480130E+1
1.468000E+11 1.000E+17 335 3.800E-4 2.475310E-1 1.802040E+1 3.894990E-1 7.476380E+1
2.154000E+11 1.000E+17 335 3.800E-4 2.404330E-1 1.743380E+1 3.881800E-1 7.471830E+1
3.162000E+11 1.000E+17 335 3.800E-4 2.317767E-1 1.671040E+1 3.865340E-1 7.460900E+1
4.642000E+11 1.000E+17 335 3.800E-4 2.216387E-1 1.587930E+1 3.845440E-1 7.452490E+1
6.813000E+11 1.000E+17 335 3.800E-4 2.102010E-1 1.494780E+1 3.821990E-1 7.442420E+1
1.000000E+12 1.000E+17 335 3.800E-4 1.976934E-1 1.393580E+1 3.794560E-1 7.430880E+1
1.468000E+12 1.000E+17 335 3.800E-4 1.843495E-1 1.286300E+1 3.762200E-1 7.418530E+1
2.154000E+12 1.000E+17 335 3.800E-4 1.703996E-1 1.174200E+1 3.726070E-1 7.397460E+1
3.162000E+12 1.000E+17 335 3.800E-4 1.560870E-1 1.061230E+1 3.685100E-1 7.380010E+1
4.642000E+12 1.000E+17 335 3.800E-4 1.416743E-1 9.479200E+0 3.638870E-1 7.354890E+1
6.813000E+12 1.000E+17 335 3.800E-4 1.274318E-1 8.380300E+0 3.588050E-1 7.331390E+1
1.000000E+13 1.000E+17 335 3.800E-4 1.136163E-1 7.323200E+0 3.531580E-1 7.300470E+1
1.468000E+13 1.000E+17 335 3.800E-4 1.004532E-1 6.336800E+0 3.470100E-1 7.271520E+1
2.154000E+13 1.000E+17 335 3.800E-4 8.812275E-2 5.423500E+0 3.404130E-1 7.231820E+1
3.162000E+13 1.000E+17 335 3.800E-4 7.675373E-2 4.601700E+0 3.332290E-1 7.196790E+1
4.642000E+13 1.000E+17 335 3.800E-4 6.642260E-2 3.866300E+0 3.256080E-1 7.150730E+1
6.813000E+13 1.000E+17 335 3.800E-4 5.715765E-2 3.221500E+0 3.175670E-1 7.099280E+1
1.000000E+14 1.000E+17 335 3.800E-4 4.894636E-2 2.664100E+0 3.091220E-1 7.042970E+1
