T Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.000000000E+01 1.222787900E+00 1.201752077E+00 2.103582300E-02 1.218703169E+00 1.196300411E+00 2.240275800E-02 4.084731000E-03 5.451666000E-03
290 1.016672606E+01 1.222832759E+00 1.201803352E+00 2.102940700E-02 1.219920613E+00 1.197853362E+00 2.206725100E-02 2.912146000E-03 3.949990000E-03
290 1.033324570E+01 1.222898241E+00 1.201855614E+00 2.104262700E-02 1.220844430E+00 1.199034698E+00 2.180973200E-02 2.053811000E-03 2.820916000E-03
290 1.049996187E+01 1.222993708E+00 1.201948221E+00 2.104548700E-02 1.221556285E+00 1.199948734E+00 2.160755100E-02 1.437423000E-03 1.999487000E-03
290 1.066670514E+01 1.223132526E+00 1.202058207E+00 2.107431900E-02 1.222131212E+00 1.200655852E+00 2.147536000E-02 1.001314000E-03 1.402355000E-03
290 1.083333839E+01 1.223333593E+00 1.202217804E+00 2.111578900E-02 1.222637416E+00 1.201237827E+00 2.139958900E-02 6.961770000E-04 9.799770000E-04
290 1.100000000E+01 1.223623169E+00 1.202444235E+00 2.117893400E-02 1.223138783E+00 1.201761034E+00 2.137774900E-02 4.843860000E-04 6.832010000E-04
290 1.116672606E+01 1.224036940E+00 1.202764489E+00 2.127245100E-02 1.223698707E+00 1.202287781E+00 2.141092600E-02 3.382330000E-04 4.767080000E-04
290 1.133324570E+01 1.224621843E+00 1.203221826E+00 2.140001700E-02 1.224384057E+00 1.202887751E+00 2.149630600E-02 2.377860000E-04 3.340750000E-04
290 1.149996187E+01 1.225437027E+00 1.203863481E+00 2.157354600E-02 1.225268083E+00 1.203627718E+00 2.164036500E-02 1.689440000E-04 2.357630000E-04
290 1.166670514E+01 1.226552888E+00 1.204807788E+00 2.174510000E-02 1.226431038E+00 1.204638562E+00 2.179247600E-02 1.218500000E-04 1.692260000E-04
290 1.183333839E+01 1.228047089E+00 1.206061683E+00 2.198540600E-02 1.227957436E+00 1.205938773E+00 2.201866300E-02 8.965300000E-05 1.229100000E-04
290 1.200000000E+01 1.229996753E+00 1.207758666E+00 2.223808700E-02 1.229929150E+00 1.207667468E+00 2.226168200E-02 6.760300000E-05 9.119800000E-05
290 1.216672606E+01 1.232466631E+00 1.210005608E+00 2.246102300E-02 1.232414211E+00 1.209936124E+00 2.247808700E-02 5.242000000E-05 6.948400000E-05
290 1.233324570E+01 1.235494403E+00 1.212866738E+00 2.262766500E-02 1.235452578E+00 1.212812310E+00 2.264026800E-02 4.182500000E-05 5.442800000E-05
290 1.249996187E+01 1.239077563E+00 1.216386619E+00 2.269094400E-02 1.239043325E+00 1.216342794E+00 2.270053100E-02 3.423800000E-05 4.382500000E-05
290 1.266670514E+01 1.243169821E+00 1.220538548E+00 2.263127300E-02 1.243141227E+00 1.220502456E+00 2.263877100E-02 2.859400000E-05 3.609200000E-05
290 1.283333839E+01 1.247692844E+00 1.225252387E+00 2.244045700E-02 1.247668659E+00 1.225222165E+00 2.244649400E-02 2.418500000E-05 3.022200000E-05
290 1.300000000E+01 1.252558493E+00 1.230390055E+00 2.216843800E-02 1.252537916E+00 1.230364521E+00 2.217339500E-02 2.057700000E-05 2.553400000E-05
295 1.000000000E+01 1.223084469E+00 1.203420091E+00 1.966437800E-02 1.219269524E+00 1.198212446E+00 2.105707800E-02 3.814945000E-03 5.207645000E-03
295 1.016672606E+01 1.223134133E+00 1.203448944E+00 1.968518900E-02 1.220433798E+00 1.199696712E+00 2.073708600E-02 2.700335000E-03 3.752232000E-03
295 1.033324570E+01 1.223206554E+00 1.203521930E+00 1.968462400E-02 1.221312292E+00 1.200837980E+00 2.047431200E-02 1.894262000E-03 2.683950000E-03
295 1.049996187E+01 1.223311893E+00 1.203607907E+00 1.970398600E-02 1.221991586E+00 1.201702868E+00 2.028871800E-02 1.320307000E-03 1.905039000E-03
295 1.066670514E+01 1.223464544E+00 1.203707650E+00 1.975689400E-02 1.222547915E+00 1.202371913E+00 2.017600200E-02 9.166290000E-04 1.335737000E-03
295 1.083333839E+01 1.223684526E+00 1.203845868E+00 1.983865800E-02 1.223049194E+00 1.202914673E+00 2.013452100E-02 6.353320000E-04 9.311950000E-04
295 1.100000000E+01 1.223999092E+00 1.204039074E+00 1.996001800E-02 1.223558429E+00 1.203391697E+00 2.016673200E-02 4.406630000E-04 6.473770000E-04
295 1.116672606E+01 1.224444114E+00 1.204314983E+00 2.012913100E-02 1.224137500E+00 1.203864625E+00 2.027287500E-02 3.066140000E-04 4.503580000E-04
295 1.133324570E+01 1.225064746E+00 1.204700631E+00 2.036411500E-02 1.224850102E+00 1.204386730E+00 2.046337200E-02 2.146440000E-04 3.139010000E-04
295 1.149996187E+01 1.225914591E+00 1.205263254E+00 2.065133700E-02 1.225762873E+00 1.205042431E+00 2.072044200E-02 1.517180000E-04 2.208230000E-04
295 1.166670514E+01 1.227052670E+00 1.206055558E+00 2.099711200E-02 1.226943923E+00 1.205898566E+00 2.104535700E-02 1.087470000E-04 1.569920000E-04
295 1.183333839E+01 1.228538479E+00 1.207154148E+00 2.138433100E-02 1.228459023E+00 1.207040770E+00 2.141825300E-02 7.945600000E-05 1.133780000E-04
295 1.200000000E+01 1.230426133E+00 1.208670292E+00 2.175584100E-02 1.230366646E+00 1.208586159E+00 2.178048700E-02 5.948700000E-05 8.413300000E-05
295 1.216672606E+01 1.232758598E+00 1.210630127E+00 2.212847100E-02 1.232712776E+00 1.210566606E+00 2.214617000E-02 4.582200000E-05 6.352100000E-05
295 1.233324570E+01 1.235561187E+00 1.213151414E+00 2.240977300E-02 1.235524802E+00 1.213101944E+00 2.242285800E-02 3.638500000E-05 4.947000000E-05
295 1.249996187E+01 1.238834036E+00 1.216284220E+00 2.254981600E-02 1.238804313E+00 1.216244513E+00 2.255980000E-02 2.972300000E-05 3.970700000E-05
