N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+15 310 2.400E-4 1.012038326E+00 1.012643169E+00
1.468000E+10 1.000E+15 310 2.400E-4 1.012222430E+00 1.012642479E+00
2.154000E+10 1.000E+15 310 2.400E-4 1.012351605E+00 1.012642147E+00
3.162000E+10 1.000E+15 310 2.400E-4 1.012442496E+00 1.012643082E+00
4.642000E+10 1.000E+15 310 2.400E-4 1.012508884E+00 1.012647381E+00
6.813000E+10 1.000E+15 310 2.400E-4 1.012563751E+00 1.012659596E+00
1.000000E+11 1.000E+15 310 2.400E-4 1.012622424E+00 1.012689081E+00
1.468000E+11 1.000E+15 310 2.400E-4 1.012707536E+00 1.012754296E+00
2.154000E+11 1.000E+15 310 2.400E-4 1.012854195E+00 1.012887471E+00
3.162000E+11 1.000E+15 310 2.400E-4 1.019140728E+00 1.019115675E+00
4.642000E+11 1.000E+15 310 2.400E-4 1.048148905E+00 1.048137950E+00
6.813000E+11 1.000E+15 310 2.400E-4 1.077563080E+00 1.077561133E+00
1.000000E+12 1.000E+15 310 2.400E-4 1.104248634E+00 1.104251796E+00
1.468000E+12 1.000E+15 310 2.400E-4 1.126114007E+00 1.126119394E+00
2.154000E+12 1.000E+15 310 2.400E-4 1.143240304E+00 1.143244929E+00
3.162000E+12 1.000E+15 310 2.400E-4 1.156111702E+00 1.156116172E+00
4.642000E+12 1.000E+15 310 2.400E-4 1.166021783E+00 1.166025875E+00
6.813000E+12 1.000E+15 310 2.400E-4 1.174202787E+00 1.174206425E+00
1.000000E+13 1.000E+15 310 2.400E-4 1.180903205E+00 1.180906484E+00
