N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.209148993E+00 1.208707456E+00 1.208127389E+00 1.207484891E+00
1.600000000E+01 1.250182624E+00 1.250232368E+00 1.250450782E+00 1.250345647E+00
1.700000000E+01 1.296274225E+00 1.296361828E+00 1.296087075E+00 1.296335045E+00
1.549996187E+01 1.228048005E+00 1.227996878E+00 1.228018585E+00 1.228124851E+00
1.649996187E+01 1.264801311E+00 1.264536264E+00 1.264765733E+00 1.264797952E+00
1.674996808E+01 1.277279325E+00 1.277009448E+00 1.277096528E+00 1.277208885E+00
1.624993176E+01 1.257536268E+00 1.257650513E+00 1.257744616E+00 1.257839798E+00
1.574996808E+01 1.239401354E+00 1.239553222E+00 1.239489797E+00 1.239354886E+00
1.524993176E+01 1.219623854E+00 1.219377100E+00 1.219094611E+00 1.218834903E+00
