T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.211591992E+00 1.198779340E+00 1.281265200E-02 1.211230738E+00 1.198061483E+00 1.316925500E-02 3.612540000E-04 7.178570000E-04
295 1.208651333E+00 1.199700239E+00 8.951094000E-03 1.208321616E+00 1.199045128E+00 9.276488000E-03 3.297170000E-04 6.551110000E-04
300 1.200848313E+00 1.201072225E+00 -2.239120000E-04 1.200545941E+00 1.200447332E+00 9.860900000E-05 3.023720000E-04 6.248930000E-04
305 1.182855869E+00 1.202180214E+00 -1.932434500E-02 1.182597614E+00 1.201565750E+00 -1.896813600E-02 2.582550000E-04 6.144640000E-04
310 1.145570194E+00 1.202091024E+00 -5.652083000E-02 1.145413718E+00 1.201470358E+00 -5.605664000E-02 1.564760000E-04 6.206660000E-04
315 1.076520687E+00 1.198593459E+00 -1.220727720E-01 1.076584863E+00 1.197965489E+00 -1.213806260E-01 -6.417600000E-05 6.279700000E-04
320 1.012581033E+00 1.187389229E+00 -1.748081960E-01 1.012353422E+00 1.186775427E+00 -1.744220050E-01 2.276110000E-04 6.138020000E-04
325 1.013197377E+00 1.158302933E+00 -1.451055560E-01 1.012952082E+00 1.157802477E+00 -1.448503950E-01 2.452950000E-04 5.004560000E-04
330 1.015371840E+00 1.095345194E+00 -7.997335400E-02 1.015070096E+00 1.095187670E+00 -8.011757400E-02 3.017440000E-04 1.575240000E-04
335 1.019606883E+00 1.010601404E+00 9.005479000E-03 1.019189474E+00 1.010265956E+00 8.923518000E-03 4.174090000E-04 3.354480000E-04
340 1.026580930E+00 1.011488324E+00 1.509260600E-02 1.025954068E+00 1.011123344E+00 1.483072400E-02 6.268620000E-04 3.649800000E-04
