N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 9.629434000E-03 6.873454000E-03 1.231350000E-04 -1.414899100E-02 -4.151404900E-02 -8.797446600E-02 -1.394597830E-01 -8.313696300E-02 4.586970000E-03 8.511200000E-03 1.345192300E-02
1.600000000E+01 3.167974900E-02 3.110495800E-02 3.068121400E-02 3.056631500E-02 3.020304800E-02 2.975627000E-02 2.917244900E-02 2.767502500E-02 2.483417900E-02 1.982440100E-02 1.032611500E-02
1.700000000E+01 6.959554500E-02 6.798822700E-02 6.609096100E-02 6.455664600E-02 6.274754700E-02 6.118320400E-02 6.041741600E-02 5.977190200E-02 5.910515000E-02 5.993824800E-02 6.095863500E-02
1.549996187E+01 2.269094400E-02 2.254981600E-02 2.227073600E-02 2.099270900E-02 1.835326600E-02 1.328073100E-02 3.321445000E-03 -1.474816500E-02 -4.545661000E-02 -9.369418500E-02 -1.577720030E-01
1.649996187E+01 5.514683300E-02 5.339853300E-02 5.209886400E-02 5.056464300E-02 4.929031000E-02 4.857745800E-02 4.785085000E-02 4.737286400E-02 4.738574200E-02 4.712113100E-02 4.670039500E-02
1.674996808E+01 6.348225700E-02 6.176505600E-02 6.033503700E-02 5.853469500E-02 5.693578100E-02 5.598643500E-02 5.508961700E-02 5.455623900E-02 5.478011600E-02 5.489624100E-02 5.536233100E-02
1.624993176E+01 4.261108300E-02 4.129390000E-02 4.004729700E-02 3.928738700E-02 3.853562000E-02 3.795628800E-02 3.778085800E-02 3.721967800E-02 3.643603600E-02 3.539587600E-02 3.283648100E-02
1.574996808E+01 2.638598300E-02 2.665759200E-02 2.655123700E-02 2.628114700E-02 2.519932800E-02 2.396174100E-02 2.147860100E-02 1.558231100E-02 5.685424000E-03 -1.347059500E-02 -4.280309600E-02
1.524993176E+01 1.710693000E-02 1.658030200E-02 1.465786400E-02 1.037776400E-02 1.589634000E-03 -1.513497600E-02 -4.531953200E-02 -9.377338900E-02 -1.502488550E-01 -9.447188700E-02 1.914563000E-03
