fname time Tem kT_1 Voc Isc Pm Vm Im FF rmsre 
00L3 32131221.791 340 34.101 2.080970322E-01 1.411382523E-04 1.370411402E-05 1.392016368E-01 9.844732802E-05 4.665952804E-01 0.000000000E+00 
00L6 32324285.832 339.57 34.144 2.130665084E-01 1.470742403E-04 1.474740123E-05 1.436676479E-01 1.026445910E-04 4.706127546E-01 0.000000000E+00 
00L7 32349736.371 339.57 34.144 2.134000263E-01 1.482598277E-04 1.491107072E-05 1.432641216E-01 1.040835007E-04 4.712928707E-01 0.000000000E+00 
00L8 32370734.601 339.57 34.144 2.137912494E-01 1.489851624E-04 1.498059007E-05 1.425734285E-01 1.050708691E-04 4.703227389E-01 0.000000000E+00 
00L9 32391735.366 339.58 34.143 2.138701759E-01 1.494501467E-04 1.504270885E-05 1.430788224E-01 1.051371205E-04 4.706298592E-01 0.000000000E+00 
0L10 32412508.617 339.6 34.141 2.138817149E-01 1.500968553E-04 1.512983357E-05 1.432016558E-01 1.056592133E-04 4.712907324E-01 0.000000000E+00 
0L11 32433506.731 339.6 34.141 2.139699908E-01 1.506917340E-04 1.520443477E-05 1.427012396E-01 1.065511532E-04 4.715502522E-01 0.000000000E+00 
0L12 32454497.379 339.62 34.139 2.141075225E-01 1.518378851E-04 1.533307481E-05 1.421964772E-01 1.078315898E-04 4.716471152E-01 0.000000000E+00 
0L13 32475498.12 339.66 34.135 2.145103017E-01 1.524357652E-04 1.545836267E-05 1.442900251E-01 1.071407775E-04 4.727466534E-01 0.000000000E+00 
0L14 32496501.455 339.69 34.132 2.145999913E-01 1.531832791E-04 1.556244119E-05 1.445798078E-01 1.076442331E-04 4.734091647E-01 0.000000000E+00 
0L15 32517500.371 339.74 34.127 2.148549049E-01 1.536851141E-04 1.558496149E-05 1.447882851E-01 1.076478061E-04 4.719855003E-01 0.000000000E+00 
0L16 32538501.072 339.77 34.124 2.144823664E-01 1.541153237E-04 1.563508437E-05 1.448929444E-01 1.079029939E-04 4.730018219E-01 0.000000000E+00 
0L17 32559503.764 339.81 34.12 2.144915127E-01 1.549229537E-04 1.572029013E-05 1.446556489E-01 1.086708261E-04 4.730800962E-01 0.000000000E+00 
0L18 32580501.767 339.85 34.116 2.150059808E-01 1.558264448E-04 1.589431122E-05 1.449430008E-01 1.096557361E-04 4.744058212E-01 0.000000000E+00 
0L19 32601503.378 339.89 34.112 2.153130761E-01 1.563887789E-04 1.598883436E-05 1.453931789E-01 1.099647496E-04 4.748329073E-01 0.000000000E+00 
0L20 32622505.159 339.93 34.108 2.155202359E-01 1.569365710E-04 1.600070633E-05 1.446627710E-01 1.106089935E-04 4.730716704E-01 0.000000000E+00 
0L21 32643504.135 339.95 34.106 2.151439905E-01 1.573345123E-04 1.607042105E-05 1.449177583E-01 1.108953616E-04 4.747599085E-01 0.000000000E+00 
0L22 32664495.156 339.97 34.104 2.157824501E-01 1.580853814E-04 1.614996620E-05 1.458387582E-01 1.107398825E-04 4.734387336E-01 0.000000000E+00 
0L23 32685495.587 340 34.101 2.156631847E-01 1.590812660E-04 1.633081223E-05 1.459867420E-01 1.118573820E-04 4.760063350E-01 0.000000000E+00 
0L24 32706498.475 340.01 34.1 2.160086657E-01 1.598253254E-04 1.644180580E-05 1.468709750E-01 1.119432024E-04 4.762475372E-01 0.000000000E+00 
0L25 32727496.983 340.03 34.098 2.160604200E-01 1.603895864E-04 1.649847179E-05 1.464252320E-01 1.126721497E-04 4.760935908E-01 0.000000000E+00 
0L26 32748497.951 340.03 34.098 2.162663959E-01 1.608339720E-04 1.658804801E-05 1.469638286E-01 1.128649501E-04 4.769012418E-01 0.000000000E+00 
0L27 32769730.759 340.07 34.094 2.167071204E-01 1.609953421E-04 1.666944470E-05 1.472720875E-01 1.131941915E-04 4.777873422E-01 0.000000000E+00 
0L28 32790499.236 340.06 34.095 2.167719673E-01 1.620817237E-04 1.678646307E-05 1.472060499E-01 1.140288174E-04 4.777734738E-01 0.000000000E+00 
0L29 32811730.484 340.06 34.095 2.173768921E-01 1.626766837E-04 1.687450819E-05 1.481135073E-01 1.139349798E-04 4.771912136E-01 0.000000000E+00 
0L30 32832731.794 340.06 34.095 2.177947220E-01 1.631651712E-04 1.698094139E-05 1.484655306E-01 1.143781359E-04 4.778448956E-01 0.000000000E+00 
0L31 32853731.715 340.06 34.095 2.174908813E-01 1.635162196E-04 1.704066871E-05 1.476493081E-01 1.154148805E-04 4.791646186E-01 0.000000000E+00 
0L32 32874722.636 340.05 34.096 2.179005960E-01 1.637872880E-04 1.709757796E-05 1.480943047E-01 1.154471430E-04 4.790666985E-01 0.000000000E+00 
0L33 32895723.299 340.05 34.096 2.178015679E-01 1.642946587E-04 1.720547550E-05 1.480017045E-01 1.162558392E-04 4.808196779E-01 0.000000000E+00 
0L34 32916725.518 340.04 34.097 2.182631006E-01 1.650826069E-04 1.735378195E-05 1.473417561E-01 1.177759443E-04 4.816288543E-01 0.000000000E+00 
0L35 32937725.041 340.03 34.098 2.186512840E-01 1.656800399E-04 1.744120670E-05 1.492370656E-01 1.168673962E-04 4.814534536E-01 0.000000000E+00 
0L36 32958725.802 340.04 34.097 2.186344799E-01 1.660219322E-04 1.742058424E-05 1.486895025E-01 1.171623422E-04 4.799307739E-01 0.000000000E+00 
0L37 32979727.204 340.04 34.097 2.185978651E-01 1.663231650E-04 1.748749776E-05 1.479100546E-01 1.182300260E-04 4.809822116E-01 0.000000000E+00 
0L38 33000726.774 340.03 34.098 2.192809429E-01 1.667023383E-04 1.755209573E-05 1.493149513E-01 1.175522748E-04 4.801604634E-01 0.000000000E+00 
0L39 33021774.487 340.02 34.099 2.197028015E-01 1.672300342E-04 1.765138041E-05 1.500642459E-01 1.176255017E-04 4.804285427E-01 0.000000000E+00 
0L40 33042747.707 340.02 34.099 2.191815067E-01 1.680546498E-04 1.777795848E-05 1.497351698E-01 1.187288934E-04 4.826445944E-01 0.000000000E+00 
0L41 33064001.73266 340.02 34.099 2.197318003E-01 1.684010980E-04 1.781554892E-05 1.498442117E-01 1.188936682E-04 4.814612901E-01 1.808480474E-17 
0L42 33085001.45898 339.99 34.102 2.199315922E-01 1.685271966E-04 1.782989535E-05 1.494814887E-01 1.192772639E-04 4.810510636E-01 1.965771701E-17 
0L43 33105739.711 340.02 34.099 2.198227287E-01 1.687921742E-04 1.783777024E-05 1.492896086E-01 1.194847577E-04 4.807459825E-01 0.000000000E+00 
0L44 33126740.758 340 34.101 2.203404431E-01 1.693418159E-04 1.797127685E-05 1.498963994E-01 1.198910872E-04 4.816377330E-01 0.000000000E+00 
0L45 33147722.318 340.01 34.1 2.203934622E-01 1.700719651E-04 1.808120156E-05 1.499224535E-01 1.206034741E-04 4.823872831E-01 0.000000000E+00 
0L46 33168741.376 340.01 34.1 2.204904969E-01 1.702388208E-04 1.809374592E-05 1.484204170E-01 1.219008590E-04 4.820365939E-01 0.000000000E+00 
0L47 33189723.449 340.01 34.1 2.205760057E-01 1.705512043E-04 1.810772930E-05 1.498879499E-01 1.208077769E-04 4.813388709E-01 0.000000000E+00 
0L48 33210724.798 340.01 34.1 2.208224308E-01 1.706818101E-04 1.813430618E-05 1.500116743E-01 1.208858316E-04 4.811389521E-01 0.000000000E+00 
0L49 33231725.203 340.03 34.098 2.206707348E-01 1.710835163E-04 1.821589613E-05 1.492008644E-01 1.220872073E-04 4.825003494E-01 0.000000000E+00 
0L50 33252725.957 340.03 34.098 2.212244069E-01 1.718414305E-04 1.829046456E-05 1.503854978E-01 1.216247207E-04 4.811315290E-01 0.000000000E+00 
0L51 33273716.861 340.02 34.099 2.210143725E-01 1.721462873E-04 1.836316145E-05 1.508054057E-01 1.217689192E-04 4.826466268E-01 0.000000000E+00 
0L52 33294717.241 340.01 34.1 2.213087784E-01 1.723841207E-04 1.839832811E-05 1.503639257E-01 1.223597546E-04 4.822613537E-01 0.000000000E+00 
0L53 33315720.297 340.02 34.099 2.213492009E-01 1.725517965E-04 1.846323575E-05 1.507502322E-01 1.224775024E-04 4.834041465E-01 0.000000000E+00 
0L54 33336718.921 340.02 34.099 2.215239457E-01 1.725906919E-04 1.843286032E-05 1.508302698E-01 1.222075170E-04 4.821194853E-01 0.000000000E+00 
0L55 33357719.805 340.01 34.1 2.215325874E-01 1.730864391E-04 1.852260680E-05 1.492436854E-01 1.241071376E-04 4.830604086E-01 0.000000000E+00 
0L56 33378722.026 340.01 34.1 2.216847742E-01 1.736835538E-04 1.852829505E-05 1.508453416E-01 1.228278144E-04 4.812169271E-01 0.000000000E+00 
0L57 33399721.166 340.01 34.1 2.218803347E-01 1.738472092E-04 1.858074791E-05 1.507307133E-01 1.232696967E-04 4.817000103E-01 0.000000000E+00 
0L58 33420721.942 340.01 34.1 2.218866259E-01 1.739642962E-04 1.855605850E-05 1.508745712E-01 1.229879111E-04 4.807225365E-01 0.000000000E+00 
0L59 33441722.688 340.01 34.1 2.219479603E-01 1.739708177E-04 1.860978126E-05 1.511701792E-01 1.231020072E-04 4.819630072E-01 0.000000000E+00 
0L60 33462713.357 340.01 34.1 2.221563095E-01 1.742968236E-04 1.870673515E-05 1.512146002E-01 1.237100263E-04 4.831142778E-01 0.000000000E+00 
0L61 33483714.407 340.02 34.099 2.221667984E-01 1.748851656E-04 1.880938143E-05 1.502009315E-01 1.252288458E-04 4.841081390E-01 0.000000000E+00 
0L62 33504715.173 340.02 34.099 2.224833472E-01 1.752109561E-04 1.883467339E-05 1.523393476E-01 1.236334847E-04 4.831692916E-01 0.000000000E+00 
0L63 33525715.602 340.02 34.099 2.226904700E-01 1.752884245E-04 1.885102985E-05 1.513298513E-01 1.245654002E-04 4.829255818E-01 0.000000000E+00 
0L64 33546716.398 340.01 34.1 2.225642534E-01 1.754250103E-04 1.886184624E-05 1.527198278E-01 1.235020082E-04 4.831002663E-01 0.000000000E+00 
0L65 33567717.094 340.02 34.099 2.225246708E-01 1.754703661E-04 1.879991205E-05 1.512901636E-01 1.242606307E-04 4.814751401E-01 0.000000000E+00 
0L66 33588717.672 340.02 34.099 2.225870928E-01 1.758658569E-04 1.894745042E-05 1.503157528E-01 1.260520101E-04 4.840266449E-01 0.000000000E+00 
0L67 33609718.229 340.03 34.098 2.226858267E-01 1.764424121E-04 1.906130342E-05 1.519891491E-01 1.254169445E-04 4.851287712E-01 0.000000000E+00 
0L68 33630719.09 340.03 34.098 2.225677956E-01 1.765282608E-04 1.899972179E-05 1.524301031E-01 1.246477348E-04 4.835826098E-01 0.000000000E+00 
0L69 33651719.967 340.02 34.099 2.230735149E-01 1.764833857E-04 1.903770480E-05 1.516610466E-01 1.255240060E-04 4.835737871E-01 0.000000000E+00 
0L70 33672711.118 340.02 34.099 2.229634351E-01 1.763639917E-04 1.902251023E-05 1.518185503E-01 1.252920578E-04 4.837536555E-01 0.000000000E+00 
0L71 33693711.621 340.02 34.099 2.226858226E-01 1.766833386E-04 1.903572103E-05 1.526411595E-01 1.247140106E-04 4.838170467E-01 0.000000000E+00 
0L72 33714482.066 340.03 34.098 2.233036372E-01 1.772570894E-04 1.915857298E-05 1.521524133E-01 1.259228446E-04 4.840204897E-01 0.000000000E+00 
0L73 33735713.112 340.01 34.1 2.231217753E-01 1.775053699E-04 1.915575739E-05 1.515640907E-01 1.263892504E-04 4.836663520E-01 0.000000000E+00 
0L74 33756483.572 340.02 34.099 2.231532341E-01 1.774985702E-04 1.913962565E-05 1.520453870E-01 1.258775714E-04 4.832094232E-01 0.000000000E+00 
0L75 33777484.367 340.02 34.099 2.235406289E-01 1.775641697E-04 1.917785396E-05 1.523650204E-01 1.258720444E-04 4.831569198E-01 0.000000000E+00 
0L76 33798484.894 340.02 34.099 2.235369899E-01 1.775512370E-04 1.920120876E-05 1.531262377E-01 1.253886022E-04 4.837884196E-01 0.000000000E+00 
0L77 33819485.632 340.02 34.099 2.236703319E-01 1.780059686E-04 1.925331243E-05 1.536265946E-01 1.253164922E-04 4.835735204E-01 0.000000000E+00 
0L78 33840486.714 340.03 34.098 2.237772545E-01 1.783155970E-04 1.930483695E-05 1.533662062E-01 1.258702611E-04 4.837944308E-01 0.000000000E+00 
0L79 33861487.393 340.02 34.099 2.238825224E-01 1.784193958E-04 1.936881234E-05 1.529448735E-01 1.266454161E-04 4.848872177E-01 0.000000000E+00 
0L80 33882478.286 340.01 34.1 2.238189542E-01 1.782406343E-04 1.932725523E-05 1.532130028E-01 1.261443617E-04 4.844696781E-01 0.000000000E+00 
0L81 33903479.345 340.02 34.099 2.237706782E-01 1.783253508E-04 1.934128200E-05 1.529162532E-01 1.264844048E-04 4.846955048E-01 0.000000000E+00 
