Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.204074418E+00 1.275236767E+0 -7.116234900E-02 1.204074418E+00 1.275236767E+0 -7.116234900E-02
1.468000E+10 1.204096532E+00 1.151770344E+0 5.232618800E-02 1.204096532E+00 1.151770344E+0 5.232618800E-02
2.154000E+10 1.204128763E+00 1.083288531E+0 1.208402320E-01 1.204128763E+00 1.083288531E+0 1.208402320E-01
3.162000E+10 1.204175625E+00 1.045488256E+0 1.586873690E-01 1.204175625E+00 1.045488256E+0 1.586873690E-01
4.642000E+10 1.204243677E+00 1.024759806E+0 1.794838710E-01 1.204243677E+00 1.024759806E+0 1.794838710E-01
6.813000E+10 1.204341865E+00 1.013444788E+0 1.908970770E-01 1.204341865E+00 1.013444788E+0 1.908970770E-01
1.000000E+11 1.204482246E+00 1.007281608E+0 1.972006380E-01 1.204482246E+00 1.007281608E+0 1.972006380E-01
1.468000E+11 1.204680794E+00 1.003933627E+0 2.007471670E-01 1.204680794E+00 1.003933627E+0 2.007471670E-01
2.154000E+11 1.204957228E+00 1.002122013E+0 2.028352150E-01 1.204957228E+00 1.002122013E+0 2.028352150E-01
3.162000E+11 1.205333485E+00 1.001141540E+0 2.041919450E-01 1.205333485E+00 1.001141540E+0 2.041919450E-01
4.642000E+11 1.206120841E+00 1.000612822E+0 2.055080190E-01 1.206120841E+00 1.000612822E+0 2.055080190E-01
6.813000E+11 1.209640823E+00 1.000328501E+0 2.093123220E-01 1.209640823E+00 1.000328501E+0 2.093123220E-01
1.000000E+12 1.211452144E+00 1.000175753E+0 2.112763910E-01 1.211452144E+00 1.000175753E+0 2.112763910E-01
1.468000E+12 1.212264028E+00 1.000093844E+0 2.121701840E-01 1.212264028E+00 1.000093844E+0 2.121701840E-01
2.154000E+12 1.213733439E+00 1.000050063E+0 2.136833760E-01 1.213733439E+00 1.000050063E+0 2.136833760E-01
3.162000E+12 1.217777494E+00 1.000026644E+0 2.177508500E-01 1.217777494E+00 1.000026644E+0 2.177508500E-01
4.642000E+12 1.220252007E+00 1.000014157E+0 2.202378500E-01 1.220252007E+00 1.000014157E+0 2.202378500E-01
6.813000E+12 1.226697320E+00 1.000007514E+0 2.266898060E-01 1.226697320E+00 1.000007514E+0 2.266898060E-01
1.000000E+13 1.231642071E+00 1.000003982E+0 2.316380890E-01 1.231642071E+00 1.000003982E+0 2.316380890E-01
