Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.166716822E+00 1.200473253E+0 -3.375643100E-02 1.166716822E+00 1.200473253E+0 -3.375643100E-02
1.468000E+10 1.172965850E+00 1.200933935E+0 -2.796808500E-02 1.172965850E+00 1.200933935E+0 -2.796808500E-02
2.154000E+10 1.178057279E+00 1.201368415E+0 -2.331113600E-02 1.178057279E+00 1.201368415E+0 -2.331113600E-02
3.162000E+10 1.180698775E+00 1.201779071E+0 -2.108029600E-02 1.180698775E+00 1.201779071E+0 -2.108029600E-02
4.642000E+10 1.181839144E+00 1.202166705E+0 -2.032756100E-02 1.181839144E+00 1.202166705E+0 -2.032756100E-02
6.813000E+10 1.182640128E+00 1.202532229E+0 -1.989210100E-02 1.182640128E+00 1.202532229E+0 -1.989210100E-02
1.000000E+11 1.187972748E+00 1.202877119E+0 -1.490437100E-02 1.187972748E+00 1.202877119E+0 -1.490437100E-02
1.468000E+11 1.193353429E+00 1.203202539E+0 -9.849110000E-03 1.193353429E+00 1.203202539E+0 -9.849110000E-03
2.154000E+11 1.193716008E+00 1.203509038E+0 -9.793030000E-03 1.193716008E+00 1.203509038E+0 -9.793030000E-03
3.162000E+11 1.194026917E+00 1.203798363E+0 -9.771446000E-03 1.194026917E+00 1.203798363E+0 -9.771446000E-03
4.642000E+11 1.194320953E+00 1.204071141E+0 -9.750188000E-03 1.194320953E+00 1.204071141E+0 -9.750188000E-03
6.813000E+11 1.194622717E+00 1.204328069E+0 -9.705352000E-03 1.194622717E+00 1.204328069E+0 -9.705352000E-03
1.000000E+12 1.194946083E+00 1.204570236E+0 -9.624153000E-03 1.194946083E+00 1.204570236E+0 -9.624153000E-03
1.468000E+12 1.195293372E+00 1.204798503E+0 -9.505131000E-03 1.195293372E+00 1.204798503E+0 -9.505131000E-03
2.154000E+12 1.195524903E+00 1.205013293E+0 -9.488390000E-03 1.195524903E+00 1.205013293E+0 -9.488390000E-03
3.162000E+12 1.197997601E+00 1.205215868E+0 -7.218267000E-03 1.197997601E+00 1.205215868E+0 -7.218267000E-03
4.642000E+12 1.207015592E+00 1.205406697E+0 1.608895000E-03 1.207015592E+00 1.205406697E+0 1.608895000E-03
6.813000E+12 1.207302698E+00 1.205586295E+0 1.716403000E-03 1.207302698E+00 1.205586295E+0 1.716403000E-03
1.000000E+13 1.207594625E+00 1.205755448E+0 1.839177000E-03 1.207594625E+00 1.205755448E+0 1.839177000E-03
