Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.186265437E+00 1.421960404E+0 -2.356949670E-01 1.186265437E+00 1.421960404E+0 -2.356949670E-01
1.468000E+10 1.186270709E+00 1.407227570E+0 -2.209568610E-01 1.186270709E+00 1.407227570E+0 -2.209568610E-01
2.154000E+10 1.186278321E+00 1.392991442E+0 -2.067131210E-01 1.186278321E+00 1.392991442E+0 -2.067131210E-01
3.162000E+10 1.186289231E+00 1.379204369E+0 -1.929151380E-01 1.186289231E+00 1.379204369E+0 -1.929151380E-01
4.642000E+10 1.186305004E+00 1.365868319E+0 -1.795633150E-01 1.186305004E+00 1.365868319E+0 -1.795633150E-01
6.813000E+10 1.186327704E+00 1.352981153E+0 -1.666534490E-01 1.186327704E+00 1.352981153E+0 -1.666534490E-01
1.000000E+11 1.186360292E+00 1.340519291E+0 -1.541589990E-01 1.186360292E+00 1.340519291E+0 -1.541589990E-01
1.468000E+11 1.186406564E+00 1.328468050E+0 -1.420614860E-01 1.186406564E+00 1.328468050E+0 -1.420614860E-01
2.154000E+11 1.186471322E+00 1.316834387E+0 -1.303630650E-01 1.186471322E+00 1.316834387E+0 -1.303630650E-01
3.162000E+11 1.186560212E+00 1.305578238E+0 -1.190180260E-01 1.186560212E+00 1.305578238E+0 -1.190180260E-01
4.642000E+11 1.186678925E+00 1.294700180E+0 -1.080212550E-01 1.186678925E+00 1.294700180E+0 -1.080212550E-01
6.813000E+11 1.186831920E+00 1.284197475E+0 -9.736555500E-02 1.186831920E+00 1.284197475E+0 -9.736555500E-02
1.000000E+12 1.187020371E+00 1.274049973E+0 -8.702960200E-02 1.187020371E+00 1.274049973E+0 -8.702960200E-02
1.468000E+12 1.196052649E+00 1.264244859E+0 -6.819221000E-02 1.196052649E+00 1.264244859E+0 -6.819221000E-02
2.154000E+12 1.197915148E+00 1.254786968E+0 -5.687182000E-02 1.197915148E+00 1.254786968E+0 -5.687182000E-02
3.162000E+12 1.197880596E+00 1.245642971E+0 -4.776237500E-02 1.197880596E+00 1.245642971E+0 -4.776237500E-02
4.642000E+12 1.198306417E+00 1.236812635E+0 -3.850621800E-02 1.198306417E+00 1.236812635E+0 -3.850621800E-02
6.813000E+12 1.202433964E+00 1.228293066E+0 -2.585910200E-02 1.202433964E+00 1.228293066E+0 -2.585910200E-02
1.000000E+13 1.217922456E+00 1.220067291E+0 -2.144835000E-03 1.217922456E+00 1.220067291E+0 -2.144835000E-03
