Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.220707890E+00 1.097213383E+0 1.234945070E-01 1.220707890E+00 1.097213383E+0 1.234945070E-01
1.468000E+10 1.220775379E+00 1.094094767E+0 1.266806120E-01 1.220775379E+00 1.094094767E+0 1.266806120E-01
2.154000E+10 1.220875402E+00 1.091078580E+0 1.297968220E-01 1.220875402E+00 1.091078580E+0 1.297968220E-01
3.162000E+10 1.221020640E+00 1.088154474E+0 1.328661660E-01 1.221020640E+00 1.088154474E+0 1.328661660E-01
4.642000E+10 1.221230428E+00 1.085322657E+0 1.359077710E-01 1.221230428E+00 1.085322657E+0 1.359077710E-01
6.813000E+10 1.221532302E+00 1.082582521E+0 1.389497810E-01 1.221532302E+00 1.082582521E+0 1.389497810E-01
1.000000E+11 1.221963159E+00 1.079928942E+0 1.420342170E-01 1.221963159E+00 1.079928942E+0 1.420342170E-01
1.468000E+11 1.222568791E+00 1.077358717E+0 1.452100740E-01 1.222568791E+00 1.077358717E+0 1.452100740E-01
2.154000E+11 1.223407537E+00 1.074873295E+0 1.485342420E-01 1.223407537E+00 1.074873295E+0 1.485342420E-01
3.162000E+11 1.224538309E+00 1.072464111E+0 1.520741980E-01 1.224538309E+00 1.072464111E+0 1.520741980E-01
4.642000E+11 1.226016805E+00 1.070131304E+0 1.558855010E-01 1.226016805E+00 1.070131304E+0 1.558855010E-01
6.813000E+11 1.227871754E+00 1.067874340E+0 1.599974140E-01 1.227871754E+00 1.067874340E+0 1.599974140E-01
1.000000E+12 1.230086610E+00 1.065688969E+0 1.643976410E-01 1.230086610E+00 1.065688969E+0 1.643976410E-01
1.468000E+12 1.233034489E+00 1.063572523E+0 1.694619660E-01 1.233034489E+00 1.063572523E+0 1.694619660E-01
2.154000E+12 1.234838666E+00 1.061526169E+0 1.733124970E-01 1.234838666E+00 1.061526169E+0 1.733124970E-01
3.162000E+12 1.237560554E+00 1.059542830E+0 1.780177240E-01 1.237560554E+00 1.059542830E+0 1.780177240E-01
4.642000E+12 1.239964526E+00 1.057622598E+0 1.823419280E-01 1.239964526E+00 1.057622598E+0 1.823419280E-01
6.813000E+12 1.242447459E+00 1.055765011E+0 1.866824480E-01 1.242447459E+00 1.055765011E+0 1.866824480E-01
1.000000E+13 1.244600170E+00 1.053966550E+0 1.906336200E-01 1.244600170E+00 1.053966550E+0 1.906336200E-01
