X Y Yfit
1.0000000E-2 2.2962539E-16 2.3338878E-16
2.0000000E-2 5.6248130E-16 5.7018203E-16
3.0000000E-2 1.0462135E-15 1.0568363E-15
4.0000000E-2 1.7503464E-15 1.7609548E-15
5.0000000E-2 2.7762724E-15 2.7810302E-15
6.0000000E-2 4.2717836E-15 4.2607230E-15
7.0000000E-2 6.4522191E-15 6.4098109E-15
8.0000000E-2 9.6312526E-15 9.5349495E-15
9.0000000E-2 1.4265762E-14 1.4084883E-14
1.0000000E-1 2.1021317E-14 2.0716949E-14
1.1000000E-1 3.0867939E-14 3.0394975E-14
1.2000000E-1 4.5220463E-14 4.4533521E-14
1.3000000E-1 6.6144781E-14 6.5210531E-14
1.4000000E-1 9.6661750E-14 9.5481073E-14
1.5000000E-1 1.4119611E-13 1.3984055E-13
1.6000000E-1 2.0624114E-13 2.0490895E-13
1.7000000E-1 3.0134454E-13 3.0044233E-13
1.8000000E-1 4.4057269E-13 4.4082876E-13
1.9000000E-1 6.4468750E-13 6.4730193E-13
2.0000000E-1 9.4438434E-13 9.5121855E-13
2.1000000E-1 1.3851101E-12 1.3989128E-12
2.2000000E-1 2.0342344E-12 2.0588899E-12
2.3000000E-1 2.9917240E-12 3.0324911E-12
2.4000000E-1 4.4060371E-12 4.4697100E-12
2.5000000E-1 6.4977913E-12 6.5926590E-12
2.6000000E-1 9.5950137E-12 9.7303965E-12
2.7000000E-1 1.4184116E-11 1.4370633E-11
2.8000000E-1 2.0992793E-11 2.1236521E-11
2.9000000E-1 3.1101768E-11 3.1400726E-11
3.0000000E-1 4.6119512E-11 4.6454927E-11
3.1000000E-1 6.8442075E-11 6.8761752E-11
3.2000000E-1 1.0163829E-10 1.0182931E-10
3.3000000E-1 1.5102458E-10 1.5086812E-10
3.4000000E-1 2.2452175E-10 2.2361942E-10
3.5000000E-1 3.3393195E-10 3.3158736E-10
3.6000000E-1 4.9684223E-10 4.9187227E-10
3.7000000E-1 7.3946172E-10 7.2989881E-10
3.8000000E-1 1.1008510E-9 1.0834763E-9
3.9000000E-1 1.6392259E-9 1.6088429E-9
