fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_290 001_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.561878423E-16 1.000000000E+20 1.224086567E+00 2.782195712E-16 1.739648594E-03 
001_290_SRH 001_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.904712836E-16 1.000000000E+20 1.229171981E+00 2.779158271E-16 2.196204926E-03 
002_290 002_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 3.446732357E-16 1.000000000E+20 1.225625074E+00 4.081364905E-16 1.866720331E-03 
002_290_SRH 002_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.790208575E-16 1.000000000E+20 1.229209171E+00 4.079295713E-16 2.199905031E-03 
003_290 003_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 4.739235064E-16 1.000000000E+20 1.226717291E+00 5.989155141E-16 1.965808848E-03 
003_290_SRH 003_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 4.083628841E-16 1.000000000E+20 1.229262722E+00 5.987670651E-16 2.205133471E-03 
004_290 004_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 6.623187902E-16 1.000000000E+20 1.227549077E+00 8.789852650E-16 2.042815832E-03 
004_290_SRH 004_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 5.968651980E-16 1.000000000E+20 1.229339518E+00 8.788846088E-16 2.212576173E-03 
005_290 005_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 9.360101772E-16 1.000000000E+20 1.228198039E+00 1.290113202E-15 2.103786341E-03 
005_290_SRH 005_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 8.706919671E-16 1.000000000E+20 1.229449554E+00 1.290053379E-15 2.223238621E-03 
006_290 006_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.331729313E-15 1.000000000E+20 1.228735277E+00 1.893614001E-15 2.154870915E-03 
006_290_SRH 006_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.266592082E-15 1.000000000E+20 1.229607285E+00 1.893592312E-15 2.238584670E-03 
007_290 007_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.900018086E-15 1.000000000E+20 1.229230246E+00 2.779512820E-15 2.202205606E-03 
007_290_SRH 007_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.835128863E-15 1.000000000E+20 1.229836980E+00 2.779529830E-15 2.260834297E-03 
008_290 008_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.708303082E-15 1.000000000E+20 1.229739257E+00 4.079965937E-15 2.251567705E-03 
008_290_SRH 008_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.643759702E-15 1.000000000E+20 1.230162952E+00 4.080030687E-15 2.292781307E-03 
009_290 009_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 3.842669597E-15 1.000000000E+20 1.230326029E+00 5.988870443E-15 2.308984941E-03 
009_290_SRH 009_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 3.778604270E-15 1.000000000E+20 1.230623596E+00 5.988996990E-15 2.338161093E-03 
010_290 010_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 5.405339339E-15 1.000000000E+20 1.231064619E+00 8.791657861E-15 2.382967909E-03 
010_290_SRH 010_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 5.341924880E-15 1.000000000E+20 1.231275612E+00 8.791869567E-15 2.403867949E-03 
011_290 011_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 7.506117044E-15 1.000000000E+20 1.232038202E+00 1.290731114E-14 2.481719339E-03 
011_290_SRH 011_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 7.443565868E-15 1.000000000E+20 1.232189877E+00 1.290764352E-14 2.496939035E-03 
012_290 012_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.024372232E-14 1.000000000E+20 1.233340250E+00 1.895246995E-14 2.615585990E-03 
012_290_SRH 012_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.018227586E-14 1.000000000E+20 1.233451311E+00 1.895297563E-14 2.626909813E-03 
013_290 013_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.368075348E-14 1.000000000E+20 1.235070965E+00 2.783563747E-14 2.796245718E-03 
