N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.028566952E+00 1.026119880E+00 1.024916682E+00 1.024449910E+00
1.600000000E+01 1.269472750E+00 1.269225936E+00 1.267235641E+00 1.268102732E+00
1.700000000E+01 1.358920673E+00 1.358669152E+00 1.358051942E+00 1.358375916E+00
1.549996187E+01 1.106538357E+00 1.110237590E+00 1.111781423E+00 1.110901953E+00
1.649996187E+01 1.315726095E+00 1.316364834E+00 1.316206400E+00 1.316020355E+00
1.674996808E+01 1.337340757E+00 1.336239730E+00 1.336696712E+00 1.336545834E+00
1.624993176E+01 1.295674587E+00 1.295570500E+00 1.295285663E+00 1.294761987E+00
1.574996808E+01 1.221256806E+00 1.220002680E+00 1.221205601E+00 1.221182431E+00
1.524993176E+01 1.016955800E+00 1.016228324E+00 1.015916652E+00 1.015819021E+00
