T nFsrh nFBsrh dnsrh nF nFB dn
290 1.173976103E+00 1.135845987E+00 3.813011600E-02 1.173482532E+00 1.134545837E+00 3.893669500E-02
295 1.181689424E+00 1.137371948E+00 4.431747600E-02 1.180561994E+00 1.136872649E+00 4.368934500E-02
300 1.188716982E+00 1.143177397E+00 4.553958500E-02 1.178764920E+00 1.142533394E+00 3.623152600E-02
305 1.186779445E+00 1.148741661E+00 3.803778400E-02 1.185764100E+00 1.147920083E+00 3.784401700E-02
310 1.190251798E+00 1.153942232E+00 3.630956600E-02 1.187034457E+00 1.152906835E+00 3.412762200E-02
315 1.193777797E+00 1.158757021E+00 3.502077600E-02 1.189173678E+00 1.157467660E+00 3.170601800E-02
320 1.196320628E+00 1.163097773E+00 3.322285500E-02 1.194517675E+00 1.161511292E+00 3.300638300E-02
325 1.200981679E+00 1.166892457E+00 3.408922200E-02 1.198778379E+00 1.164964131E+00 3.381424800E-02
330 1.204362654E+00 1.170112078E+00 3.425057600E-02 1.201750834E+00 1.167796617E+00 3.395421700E-02
335 1.206058648E+00 1.172709134E+00 3.334951400E-02 1.203002641E+00 1.169960857E+00 3.304178400E-02
340 1.195691079E+00 1.174958568E+00 2.073251100E-02 1.192111874E+00 1.172294603E+00 1.981727100E-02
