N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.016593927E+00 1.015065112E+00 1.013917762E+00 1.013004784E+00
1.600000000E+01 1.236824470E+00 1.232870687E+00 1.229575578E+00 1.227338663E+00
1.700000000E+01 1.267040452E+00 1.266512769E+00 1.266107881E+00 1.265747586E+00
1.549996187E+01 1.203320501E+00 1.197651407E+00 1.193219744E+00 1.189296741E+00
1.649996187E+01 1.244555686E+00 1.241769969E+00 1.239714481E+00 1.238469366E+00
1.674996808E+01 1.251911500E+00 1.250300455E+00 1.249160060E+00 1.248350158E+00
1.624993176E+01 1.241796575E+00 1.238207853E+00 1.235479968E+00 1.233532241E+00
1.574996808E+01 1.226184456E+00 1.221989687E+00 1.218583956E+00 1.215801679E+00
1.524993176E+01 1.121122446E+00 1.108956683E+00 1.099063551E+00 1.091274262E+00
