T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 1.203794824E+00 1.205721297E+00 1.207243211E+00 1.208468171E+00 1.209504789E+00 1.210460931E+00 1.211443802E+00 1.212568120E+00 1.213930267E+00 1.215647848E+00 1.217807704E+00 1.220486535E+00 1.223725724E+00 1.227511358E+00 1.231801573E+00 1.236529436E+00 1.241628148E+00 1.247052026E+00 1.252751493E+00
295 1.206132586E+00 1.208155841E+00 1.209724554E+00 1.210972111E+00 1.212005100E+00 1.212948081E+00 1.213885310E+00 1.214934348E+00 1.216173814E+00 1.217720586E+00 1.219646723E+00 1.222043919E+00 1.224912119E+00 1.228288016E+00 1.232125277E+00 1.236409760E+00 1.241051761E+00 1.246035570E+00 1.251322446E+00
300 1.208236450E+00 1.210448478E+00 1.212132058E+00 1.213429789E+00 1.214501977E+00 1.215452597E+00 1.216381096E+00 1.217382857E+00 1.218560791E+00 1.219994476E+00 1.221787273E+00 1.223963669E+00 1.226591582E+00 1.229668830E+00 1.233169514E+00 1.237050160E+00 1.241280997E+00 1.245833995E+00 1.250678259E+00
305 1.209567924E+00 1.212045358E+00 1.213899470E+00 1.215314903E+00 1.216426698E+00 1.217410060E+00 1.218367373E+00 1.219396712E+00 1.220582968E+00 1.222012776E+00 1.223755510E+00 1.225875929E+00 1.228376046E+00 1.231250923E+00 1.234490659E+00 1.238052055E+00 1.241894387E+00 1.246031767E+00 1.250450782E+00
310 1.210729433E+00 1.213599726E+00 1.215722015E+00 1.217320130E+00 1.218575886E+00 1.219640137E+00 1.220641963E+00 1.221695528E+00 1.222895270E+00 1.224345887E+00 1.226100442E+00 1.228204762E+00 1.230655680E+00 1.233449320E+00 1.236530200E+00 1.239873055E+00 1.243451429E+00 1.247262276E+00 1.251316362E+00
315 1.211194312E+00 1.214561563E+00 1.217031276E+00 1.218871900E+00 1.220298798E+00 1.221487167E+00 1.222583729E+00 1.223715381E+00 1.224993395E+00 1.226511468E+00 1.228337921E+00 1.230505587E+00 1.233007064E+00 1.235792324E+00 1.238826189E+00 1.242052140E+00 1.245445555E+00 1.249007318E+00 1.252757118E+00
320 1.210207082E+00 1.214142571E+00 1.217017442E+00 1.219148013E+00 1.220787666E+00 1.222140776E+00 1.223376363E+00 1.224638482E+00 1.226051350E+00 1.227717075E+00 1.229706081E+00 1.232044905E+00 1.234710196E+00 1.237638296E+00 1.240750139E+00 1.243980205E+00 1.247295347E+00 1.250697576E+00 1.254214339E+00
325 1.208776963E+00 1.213383149E+00 1.216745196E+00 1.219227494E+00 1.221124201E+00 1.222672351E+00 1.224066472E+00 1.225471088E+00 1.227026803E+00 1.228848373E+00 1.231014063E+00 1.233550823E+00 1.236425617E+00 1.239554650E+00 1.242832536E+00 1.246168801E+00 1.249513509E+00 1.252862305E+00 1.256244986E+00
330 1.205992421E+00 1.211320767E+00 1.215217954E+00 1.218093232E+00 1.220282064E+00 1.222056241E+00 1.223638665E+00 1.225217044E+00 1.226951000E+00 1.228970448E+00 1.231363689E+00 1.234160153E+00 1.237318778E+00 1.240735894E+00 1.244277386E+00 1.247822862E+00 1.251299416E+00 1.254691126E+00 1.258026602E+00
335 1.201298121E+00 1.207306189E+00 1.211723312E+00 1.214993925E+00 1.217490976E+00 1.219520488E+00 1.221335067E+00 1.223147618E+00 1.225138543E+00 1.227453174E+00 1.230187683E+00 1.233369672E+00 1.236944580E+00 1.240783793E+00 1.244720331E+00 1.248600089E+00 1.252324030E+00 1.255862335E+00 1.259241395E+00
340 1.195164715E+00 1.201793131E+00 1.206703317E+00 1.210362203E+00 1.213173414E+00 1.215474151E+00 1.217545725E+00 1.219625847E+00 1.221914887E+00 1.224571008E+00 1.227694503E+00 1.231307169E+00 1.235340032E+00 1.239642880E+00 1.244021488E+00 1.248291428E+00 1.252326170E+00 1.256077754E+00 1.259566180E+00
