N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 3.162E+15 290 1.800E-4 1.220026140E+00 1.223709537E+00
1.468000E+10 3.162E+15 290 1.800E-4 1.221136398E+00 1.223754398E+00
2.154000E+10 3.162E+15 290 1.800E-4 1.221977539E+00 1.223819892E+00
3.162000E+10 3.162E+15 290 1.800E-4 1.222627626E+00 1.223915372E+00
4.642000E+10 3.162E+15 290 1.800E-4 1.223157568E+00 1.224054213E+00
6.813000E+10 3.162E+15 290 1.800E-4 1.223631659E+00 1.224255305E+00
1.000000E+11 3.162E+15 290 1.800E-4 1.224110433E+00 1.224544930E+00
1.468000E+11 3.162E+15 290 1.800E-4 1.224654645E+00 1.224958770E+00
2.154000E+11 3.162E+15 290 1.800E-4 1.225329182E+00 1.225543776E+00
3.162000E+11 3.162E+15 290 1.800E-4 1.226202627E+00 1.226355904E+00
4.642000E+11 3.162E+15 290 1.800E-4 1.227363682E+00 1.227475262E+00
6.813000E+11 3.162E+15 290 1.800E-4 1.228880119E+00 1.228962762E+00
1.000000E+12 3.162E+15 290 1.800E-4 1.230851317E+00 1.230914326E+00
1.468000E+12 3.162E+15 290 1.800E-4 1.233337110E+00 1.233386595E+00
2.154000E+12 3.162E+15 290 1.800E-4 1.236374619E+00 1.236414630E+00
3.162000E+12 3.162E+15 290 1.800E-4 1.239996486E+00 1.240029660E+00
4.642000E+12 3.162E+15 290 1.800E-4 1.244128441E+00 1.244156446E+00
6.813000E+12 3.162E+15 290 1.800E-4 1.248676193E+00 1.248700088E+00
1.000000E+13 3.162E+15 290 1.800E-4 1.253539818E+00 1.253560280E+00
