N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.171916118E+00 1.167301668E+00 1.163750742E+00 1.160825869E+00
1.600000000E+01 1.233316388E+00 1.231445503E+00 1.230505587E+00 1.229647045E+00
1.700000000E+01 1.270176466E+00 1.270149766E+00 1.269935565E+00 1.269798176E+00
1.549996187E+01 1.215612015E+00 1.213264524E+00 1.211574148E+00 1.210007268E+00
1.649996187E+01 1.243063004E+00 1.242007581E+00 1.241773055E+00 1.241730077E+00
1.674996808E+01 1.252865536E+00 1.252563201E+00 1.252154030E+00 1.252345321E+00
1.624993176E+01 1.238599631E+00 1.237111945E+00 1.236470429E+00 1.236179080E+00
1.574996808E+01 1.224676841E+00 1.222558325E+00 1.221139304E+00 1.220050730E+00
1.524993176E+01 1.204728505E+00 1.202212854E+00 1.199918513E+00 1.198073292E+00
