N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.018974419E+00 1.017464985E+00 1.016260463E+00 1.015268013E+00
1.600000000E+01 1.239359014E+00 1.235999125E+00 1.233369672E+00 1.231886866E+00
1.700000000E+01 1.277544337E+00 1.277666665E+00 1.277507322E+00 1.277279584E+00
1.549996187E+01 1.186507690E+00 1.180881766E+00 1.177027820E+00 1.173951018E+00
1.649996187E+01 1.251966481E+00 1.250425156E+00 1.249374303E+00 1.248811527E+00
1.674996808E+01 1.261542865E+00 1.261031412E+00 1.260517442E+00 1.260194286E+00
1.624993176E+01 1.246320150E+00 1.243765509E+00 1.242035574E+00 1.240949751E+00
1.574996808E+01 1.225517245E+00 1.221289793E+00 1.218578095E+00 1.216324580E+00
1.524993176E+01 1.044299103E+00 1.032947786E+00 1.025830210E+00 1.021754566E+00
