N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.016605837E+00 1.015057513E+00 1.013897349E+00 1.012986323E+00
1.600000000E+01 1.239146377E+00 1.236311515E+00 1.234160153E+00 1.233016820E+00
1.700000000E+01 1.276961205E+00 1.277084812E+00 1.277007607E+00 1.276798001E+00
1.549996187E+01 1.206476445E+00 1.202260765E+00 1.199286162E+00 1.196713740E+00
1.649996187E+01 1.250474272E+00 1.249213231E+00 1.248335809E+00 1.247967322E+00
1.674996808E+01 1.260160625E+00 1.259752841E+00 1.259357995E+00 1.258995482E+00
1.624993176E+01 1.245525159E+00 1.243359935E+00 1.241931501E+00 1.241109912E+00
1.574996808E+01 1.227995140E+00 1.224734642E+00 1.222317151E+00 1.220516683E+00
1.524993176E+01 1.131809884E+00 1.124271521E+00 1.118995963E+00 1.115438658E+00
