fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_315 001_315.dat 315 36.81 1.000000000E+00 0.000000000E+00 8.361091239E-15 1.000000000E+20 1.260029494E+00 1.223968296E-15 1.637094666E-04 
001_315_SRH 001_315_srh.dat 315 36.81 1.000000000E+00 0.000000000E+00 1.500514647E-15 1.000000000E+20 1.299765234E+00 1.139407546E-15 9.438856073E-04 
002_315 002_315.dat 315 36.81 1.000000000E+00 0.000000000E+00 9.021587559E-15 1.000000000E+20 1.271587980E+00 1.754345260E-15 2.327901179E-04 
002_315_SRH 002_315_srh.dat 315 36.81 1.000000000E+00 0.000000000E+00 2.188690828E-15 1.000000000E+20 1.299829723E+00 1.672262643E-15 9.491778700E-04 
003_315 003_315.dat 315 36.81 1.000000000E+00 0.000000000E+00 9.975721000E-15 1.000000000E+20 1.280149893E+00 2.534264646E-15 3.165182184E-04 
003_315_SRH 003_315_srh.dat 315 36.81 1.000000000E+00 0.000000000E+00 3.183439776E-15 1.000000000E+20 1.299922767E+00 2.454209679E-15 9.569080153E-04 
004_315 004_315.dat 315 36.81 1.000000000E+00 0.000000000E+00 1.134529278E-14 1.000000000E+20 1.286380373E+00 3.679838529E-15 4.123953782E-04 
004_315_SRH 004_315_srh.dat 315 36.81 1.000000000E+00 0.000000000E+00 4.611545870E-15 1.000000000E+20 1.300055964E+00 3.601581548E-15 9.681739435E-04 
005_315 005_315.dat 315 36.81 1.000000000E+00 0.000000000E+00 1.329283158E-14 1.000000000E+20 1.290884109E+00 5.361418357E-15 5.164441255E-04 
005_315_SRH 005_315_srh.dat 315 36.81 1.000000000E+00 0.000000000E+00 6.642084039E-15 1.000000000E+20 1.300244453E+00 5.284934704E-15 9.845396614E-04 
006_315 006_315.dat 315 36.81 1.000000000E+00 0.000000000E+00 1.602588281E-14 1.000000000E+20 1.294162044E+00 7.828778439E-15 6.246218569E-04 
006_315_SRH 006_315_srh.dat 315 36.81 1.000000000E+00 0.000000000E+00 9.490646325E-15 1.000000000E+20 1.300507163E+00 7.754235799E-15 1.008204141E-03 
007_315 007_315.dat 315 36.81 1.000000000E+00 0.000000000E+00 1.979282279E-14 1.000000000E+20 1.296606020E+00 1.144795838E-14 7.346380778E-04 
007_315_SRH 007_315_srh.dat 315 36.81 1.000000000E+00 0.000000000E+00 1.341453672E-14 1.000000000E+20 1.300865353E+00 1.137570123E-14 1.042198155E-03 
008_315 008_315.dat 315 36.81 1.000000000E+00 0.000000000E+00 2.486352378E-14 1.000000000E+20 1.298510293E+00 1.675518949E-14 8.473178877E-04 
008_315_SRH 008_315_srh.dat 315 36.81 1.000000000E+00 0.000000000E+00 1.869187760E-14 1.000000000E+20 1.301339667E+00 1.668571305E-14 1.090584325E-03 
009_315 009_315.dat 315 36.81 1.000000000E+00 0.000000000E+00 3.149095133E-14 1.000000000E+20 1.300086055E+00 2.453594267E-14 9.669757208E-04 
009_315_SRH 009_315_srh.dat 315 36.81 1.000000000E+00 0.000000000E+00 2.558048257E-14 1.000000000E+20 1.301944013E+00 2.446983162E-14 1.158594784E-03 
010_315 010_315.dat 315 36.81 1.000000000E+00 0.000000000E+00 3.986113560E-14 1.000000000E+20 1.301472472E+00 3.594101862E-14 1.100854267E-03 
010_315_SRH 010_315_srh.dat 315 36.81 1.000000000E+00 0.000000000E+00 3.426436964E-14 1.000000000E+20 1.302677850E+00 3.587885678E-14 1.252602967E-03 
011_315 011_315.dat 315 36.81 1.000000000E+00 0.000000000E+00 5.005785966E-14 1.000000000E+20 1.302746436E+00 5.265741080E-14 1.257986672E-03 
011_315_SRH 011_315_srh.dat 315 36.81 1.000000000E+00 0.000000000E+00 4.481575668E-14 1.000000000E+20 1.303519276E+00 5.259965049E-14 1.379794883E-03 
012_315 012_315.dat 315 36.81 1.000000000E+00 0.000000000E+00 6.207882079E-14 1.000000000E+20 1.303933858E+00 7.715987660E-14 1.447807902E-03 
012_315_SRH 012_315_srh.dat 315 36.81 1.000000000E+00 0.000000000E+00 5.736381225E-14 1.000000000E+20 1.309537127E+00 7.740877118E-14 1.547082406E-03 
013_315 013_315.dat 315 36.81 1.000000000E+00 0.000000000E+00 7.637081573E-14 1.000000000E+20 1.316183402E+00 1.140983549E-13 1.692130316E-03 
013_315_SRH 013_315_srh.dat 315 36.81 1.000000000E+00 0.000000000E+00 7.187276522E-14 1.000000000E+20 1.316516034E+00 1.140517956E-13 1.771514233E-03 
014_315 014_315.dat 315 36.81 1.000000000E+00 0.000000000E+00 9.231440813E-14 1.000000000E+20 1.317312248E+00 1.673084610E-13 1.956140400E-03 
