N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 3.291984600E-02 3.285165200E-02 3.305990600E-02 3.346281600E-02
1.016672606E+01 2.442934900E-02 2.412573700E-02 2.410472100E-02 2.426958100E-02
1.033324570E+01 1.802757700E-02 1.759572300E-02 1.743501500E-02 1.744413500E-02
1.049996187E+01 1.321059200E-02 1.273892200E-02 1.251289800E-02 1.243503000E-02
1.066670514E+01 9.597455000E-03 9.148324000E-03 8.909994000E-03 8.794895000E-03
1.083333839E+01 6.907046000E-03 6.516093000E-03 6.297126000E-03 6.176019000E-03
1.100000000E+01 4.926813000E-03 4.607600000E-03 4.422540000E-03 4.312054000E-03
1.116672606E+01 3.489610000E-03 3.240915000E-03 3.093040000E-03 3.000122000E-03
1.133324570E+01 2.461299000E-03 2.274243000E-03 2.160844000E-03 2.086980000E-03
1.149996187E+01 1.735090000E-03 1.598303000E-03 1.514340000E-03 1.458368000E-03
1.166670514E+01 1.227976000E-03 1.130513000E-03 1.070517000E-03 1.030165000E-03
1.183333839E+01 8.771830000E-04 8.096900000E-04 7.685950000E-04 7.411070000E-04
1.200000000E+01 6.363290000E-04 5.912000000E-04 5.645050000E-04 5.469540000E-04
1.216672606E+01 4.717520000E-04 4.428590000E-04 4.265940000E-04 4.161910000E-04
1.233324570E+01 3.592380000E-04 3.416650000E-04 3.324890000E-04 3.267770000E-04
1.249996187E+01 2.816060000E-04 2.714730000E-04 2.667540000E-04 2.638450000E-04
1.266670514E+01 2.268300000E-04 2.212780000E-04 2.191170000E-04 2.177570000E-04
1.283333839E+01 1.867910000E-04 1.838570000E-04 1.830580000E-04 1.824730000E-04
1.300000000E+01 1.562040000E-04 1.546790000E-04 1.545370000E-04 1.543100000E-04
