N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 1.218703169E+00 1.219269524E+00 1.218372118E+00 1.214120800E+00 1.203443625E+00 1.180661158E+00 1.137139529E+00 1.062729198E+00 1.008717605E+00 1.009190798E+00 1.010580449E+00
1.016672606E+01 1.219920613E+00 1.220433798E+00 1.219544039E+00 1.215352323E+00 1.204766245E+00 1.182056148E+00 1.138474685E+00 1.063686420E+00 1.009206759E+00 1.009707295E+00 1.011190626E+00
1.033324570E+01 1.220844430E+00 1.221312292E+00 1.220429297E+00 1.216297688E+00 1.205824656E+00 1.183267613E+00 1.139826286E+00 1.065035477E+00 1.009577895E+00 1.010092479E+00 1.011638994E+00
1.049996187E+01 1.221556285E+00 1.221991586E+00 1.221124927E+00 1.217070319E+00 1.206754947E+00 1.184460005E+00 1.141388059E+00 1.066986769E+00 1.009852355E+00 1.010366856E+00 1.011946861E+00
1.066670514E+01 1.222131212E+00 1.222547915E+00 1.221714041E+00 1.217767323E+00 1.207677840E+00 1.185790388E+00 1.143367668E+00 1.069805166E+00 1.010053016E+00 1.010551923E+00 1.012136256E+00
1.083333839E+01 1.222637416E+00 1.223049194E+00 1.222270183E+00 1.218476318E+00 1.208708015E+00 1.187420611E+00 1.146002360E+00 1.073831253E+00 1.010201313E+00 1.010666627E+00 1.012225166E+00
1.100000000E+01 1.223138783E+00 1.223558429E+00 1.222861746E+00 1.219280705E+00 1.209960010E+00 1.189523207E+00 1.149564688E+00 1.079489260E+00 1.010316868E+00 1.010726660E+00 1.012226187E+00
1.116672606E+01 1.223698707E+00 1.224137500E+00 1.223555368E+00 1.220262014E+00 1.211547746E+00 1.192275452E+00 1.154347817E+00 1.087265197E+00 1.010419115E+00 1.010746036E+00 1.012148053E+00
1.133324570E+01 1.224384057E+00 1.224850102E+00 1.224417041E+00 1.221497166E+00 1.213574170E+00 1.195834225E+00 1.160616161E+00 1.097627994E+00 1.010530654E+00 1.010740825E+00 1.012000085E+00
1.149996187E+01 1.225268083E+00 1.225762873E+00 1.225509761E+00 1.223049240E+00 1.216108038E+00 1.200286135E+00 1.168508034E+00 1.110863555E+00 1.018122309E+00 1.010735249E+00 1.011800075E+00
1.166670514E+01 1.226431038E+00 1.226943923E+00 1.226887819E+00 1.224952981E+00 1.219151772E+00 1.205580054E+00 1.177900539E+00 1.126822554E+00 1.042528960E+00 1.010769793E+00 1.011585450E+00
1.183333839E+01 1.227957436E+00 1.228459023E+00 1.228590236E+00 1.227202601E+00 1.222617281E+00 1.211477047E+00 1.188300870E+00 1.144678776E+00 1.070632545E+00 1.010909032E+00 1.011424756E+00
1.200000000E+01 1.229929150E+00 1.230366646E+00 1.230638423E+00 1.229754091E+00 1.226337335E+00 1.217576231E+00 1.198883735E+00 1.162927140E+00 1.100127921E+00 1.011243920E+00 1.011421877E+00
1.216672606E+01 1.232414211E+00 1.232712776E+00 1.233040706E+00 1.232548383E+00 1.230125989E+00 1.223447532E+00 1.208752898E+00 1.179828578E+00 1.127961423E+00 1.044732063E+00 1.011703560E+00
1.233324570E+01 1.235452578E+00 1.235524802E+00 1.235799295E+00 1.235542315E+00 1.233857070E+00 1.228806388E+00 1.217308272E+00 1.194141781E+00 1.151626925E+00 1.081141240E+00 1.012389685E+00
1.249996187E+01 1.239043325E+00 1.238804313E+00 1.238911242E+00 1.238722430E+00 1.237501150E+00 1.233597958E+00 1.224437519E+00 1.205526601E+00 1.170276977E+00 1.110237590E+00 1.019787693E+00
1.266670514E+01 1.243141227E+00 1.242523063E+00 1.242362839E+00 1.242093653E+00 1.241098574E+00 1.237936338E+00 1.230395857E+00 1.214554094E+00 1.184577342E+00 1.132476526E+00 1.051678735E+00
1.283333839E+01 1.247668659E+00 1.246628721E+00 1.246127060E+00 1.245661011E+00 1.244707909E+00 1.241982833E+00 1.235542753E+00 1.221889649E+00 1.195769050E+00 1.149652558E+00 1.076496180E+00
1.300000000E+01 1.252537916E+00 1.251059782E+00 1.250169639E+00 1.249422724E+00 1.248375452E+00 1.245868058E+00 1.240167509E+00 1.228103907E+00 1.204891409E+00 1.163433884E+00 1.096485849E+00
